amendment hmy,property hmy,property code,tenant hmy,tenant id,amendment status code,amendment status,amendment type code,amendment type,amendment sequence,units under amendment,hmy units under amendment,amendment sf,amendment term,amendment start date,amendment end date,amendment sign date,amendment description,amendment notes,holdover %,amendment start date serial,amendment end date serial
47648,3546,xil240ja,13435,t0000809,2,Superseded,1,Renewal,1,242,9156,2900,1,11/1/2023,11/30/2023,2023-10-24,Extension Agreement,,200,45231,45260.0
15847,3622,xtx1050k,13714,t0000823,2,Superseded,0,Original Lease,0,10511,10157,5500,12,5/16/2022,4/30/2023,2021-05-05,Original Lease,,150,44697,45046.0
15848,3622,xtx1050k,13715,t0000824,2,Superseded,0,Original Lease,0,11523,10170,6100,12,5/16/2022,4/30/2023,2020-02-24,Original Lease,,150,44697,45046.0
15849,3622,xtx1050k,13717,t0000825,1,Activated,0,Original Lease,0,10515,10162,6600,11,5/16/2022,3/31/2023,2017-12-20,First Amendment,,0,44697,45016.0
15850,3622,xtx1050k,13718,t0000826,2,Superseded,0,Original Lease,0,10519,10163,7500,13,5/16/2022,5/31/2023,2014-05-13,First Amendment,,150,44697,45077.0
15855,3622,xtx1050k,13721,t0000827,2,Superseded,0,Original Lease,0,10529,10159,6525,13,5/16/2022,5/31/2023,2015-05-05,First Amendment,,150,44697,45077.0
15856,3622,xtx1050k,13722,t0000828,2,Superseded,0,Original Lease,0,10537,10160,6525,27,5/16/2022,7/31/2024,2021-08-24,Original Lease,"depsec not required, per Lease",150,44697,45504.0
15859,3579,xtx3857m,13725,t0000829,2,Superseded,0,Original Lease,0,3857,9721,59028,61,5/10/2022,5/31/2027,,Original Lease,,0,44691,46538.0
15871,3624,xtx1721s,13512,t0000817,1,Activated,9,Assignment,1,,,0,0,1/29/2021,,,Sublease,,0,44225,
15515,1900,xil464no,5913,t0000655,1,Activated,1,Renewal,1,464,4423,26927,30,10/1/2024,3/31/2027,2022-06-07,First Amendment,T Pays INS directly and self cams.,0,45566,46477.0
15516,1901,xil77whe,5994,t0000665,1,Activated,1,Renewal,2,77,4426,78882,30,10/1/2024,3/31/2027,2022-06-07,First Amendment,T Pays INS directly and self cams.,0,45566,46477.0
15518,3624,xtx1721s,13512,t0000817,1,Activated,0,Original Lease,0,1721,11093,58841,76,1/15/2020,4/30/2026,2021-01-29,Sublease,Sublease of Original Lease.  New end date 04/30/2026.  Fence Amendment.,150,43845,46142.0
70127,1673,xnj900k,4293,t0000544,1,Activated,4,Termination,2,,,41500,0,3/29/2024,3/29/2024,,Termination Agreement,,0,45380,45380.0
70130,1666,xtn187bo,51842,t0001200,2,Superseded,0,Original Lease,0,100,2979,120000,1,4/1/2024,4/30/2024,2024-04-02,License Agreement,,150,45383,45412.0
59583,3547,xil201ja,43261,t0001155,1,Activated,0,Original Lease,1,201,9162,7020,60,5/1/2024,4/30/2029,2023-12-20,Original Lease,Updating the last proposal as the escalations were entered incorrectly,150,45413,47238.0
59594,3669,xil222ja,17601,t0000881,1,Activated,1,Renewal,1,222,12833,11020,60,4/1/2024,3/31/2029,2023-12-22,Fourth Rider,,0,45383,47208.0
61229,1790,xtnawg1,5508,t0000645,1,Activated,4,Termination,1,,,287664,0,12/8/2023,12/8/2023,,Property Disposition,,0,45268,45268.0
61240,1898,xnj14rol,5991,t0000664,1,Activated,9,Assignment,1,,,0,0,7/31/2023,,,"From Polytechnic Industries, Inc",,0,45138,
40544,1662,xil305e,33747,t0001039,1,Activated,0,Original Lease,0,305,2970,32838,87,10/1/2023,12/31/2030,2023-06-28,Original Lease,,200,45200,47848.0
70107,1885,xnj95bau,5467,t0000619,1,Activated,13,Proposal in DM,1,01,4020,6792,36,7/1/2024,6/30/2027,2024-03-18T14:36:58,Final Proposal,,0,45474,46568.0
70108,1885,xnj95bau,5467,t0000619,1,Activated,1,Renewal,2,01,4020,6792,36,7/1/2024,6/30/2027,2024-03-18,7th Amendment,,0,45474,46568.0
70109,3632,xga2900j,28357,t0001008,1,Activated,4,Termination,1,,,58225,0,3/10/2024,3/10/2024,2024-02-28,Termination Agreement,,0,45361,45361.0
70114,1655,xnjcentr,19886,t0000958,2,Superseded,1,Renewal,4,7055-2,2989,9967,2,4/1/2024,5/31/2024,2024-03-05,Second Amendment,,150,45383,45443.0
70115,1734,xil2101,51812,t0001197,1,Activated,13,Proposal in DM,0,200,3503,26994,54,12/1/2024,5/31/2029,2024-05-10,New_Proposal_1,TI includes adding a ramp to convert dock high to DID and epoxy warehouse floor. The unit currently doesn't have any DID.,0,45627,47269.0
70117,3738,xil1100h,18049,t0000926,1,Activated,4,Termination,1,,,8500,0,3/31/2024,3/31/2024,2024-03-20,Termination Agreement,Termination Fee: $16027.96,0,45382,45382.0
70118,3547,xil201ja,12764,t0000793,1,Activated,13,Proposal in DM,1,1060,10537,1971,36,11/1/2024,10/31/2027,2024-04-30,Renew_Proposal_1,Fixed rate renewal option,0,45597,46691.0
70119,1666,xtn187bo,4205,t0000525,1,Activated,4,Termination,1,,,120000,0,3/31/2024,3/31/2024,2023-11-27,Lease End,,0,45382,45382.0
27415,1880,xnj156al,5471,t0000622,2,Superseded,5,Holdover,3,01,3857,5566,0,11/1/2022,,,Holdover,"Holdover is Silent on HoldOver. Per FP Attorney, do not bill or accept rent.",100,44866,
26909,1880,xnj156al,5471,t0000622,2,Superseded,4,Termination,2,,,5566,0,10/31/2022,10/31/2022,,Lease Expiration,To delete HoldOver,0,44865,44865.0
26910,3351,xnj121hi,9448,t0000751,2,Superseded,5,Holdover,1,A,7640,20000,1,10/22/2022,10/31/2022,,Holdover,,200,44856,44865.0
25640,1880,xnj156al,5471,t0000622,2,Superseded,5,Holdover,1,01,3857,5566,0,11/1/2022,,,Holdover,,100,44866,
59579,1880,xnj156al,5471,t0000622,1,Activated,4,Termination,4,,,5566,0,11/1/2023,11/1/2023,,Termination,,0,45231,45231.0
20642,3668,xga3651c,17167,t0000861,2,Superseded,0,Original Lease,0,3651,12830,20000,146,5/1/2010,6/30/2022,2010-05-05,Original Lease,,200,40299,44742.0
20644,3642,xnj19ind,17168,t0000862,1,Activated,0,Original Lease,0,SCNR,12822,6480,61,5/22/2022,5/31/2027,2022-05-02,Original Lease,,150,44703,46538.0
20645,3642,xnj19ind,17169,t0000863,1,Activated,0,Original Lease,0,SECNR,12823,9800,24,10/1/2020,9/30/2022,2020-11-13,Original Lease,,200,44105,44834.0
19571,3638,xil7760m,16330,t0000859,1,Activated,0,Original Lease,0,100,12624,55980,84,6/1/2022,5/31/2029,,Original Lease,,150,44713,47269.0
70148,2993,xfl4646g,6647,t0000689,1,Activated,13,Proposal in DM,1,4646,5061,79188,36,7/1/2024,6/30/2027,2024-06-11T14:23:25,Agreed Terms,,0,45474,46568.0
70164,1676,xnj420be,4356,t0000573,2,Superseded,1,Renewal,1,A-1,3166,1894,0,4/1/2024,3/31/2024,,Renewal,,0,45383,45382.0
70167,1676,xnj420be,4356,t0000573,1,Activated,13,Proposal in DM,2,A-1,3166,1894,62,4/1/2024,5/31/2029,2024-04-25T19:42:14,Renewal Proposal,,200,45383,47269.0
70168,1675,xnj440be,51917,t0001219,1,Activated,13,Proposal in DM,0,A3,4965,825,25,5/1/2024,5/31/2026,2024-04-25T19:47:47,Leasing Proposal,,200,45413,46173.0
70239,1879,xnj145al,48499,t0001185,1,Activated,0,Original Lease,1,01,3853,11701,62,7/1/2024,8/31/2029,2024-05-21,Original Lease,,150,45474,47361.0
70240,2992,xtx2616a,7540,t0000708,2,Superseded,5,Holdover,1,2616,5843,9070,0,6/1/2024,5/31/2024,,HoldOver,,150,45444,45443.0
70246,1655,xnjcentr,19886,t0000958,2,Superseded,5,Holdover,5,7055-2,2989,9967,1,6/1/2024,6/30/2024,,1 Month Extension,"Do not bill holdover rent charge, per AM.",150,45444,45473.0
70250,2992,xtx2616a,7540,t0000708,1,Activated,13,Proposal in DM,2,2616,5843,8923,24,6/1/2024,5/31/2026,2024-07-24T16:16:03,Renew_Proposal_2,2 year deal.  Year 1 at $8.30 Year 2 at $9.15.  LL to repair existing warehouse lights,150,45444,46173.0
70252,3632,xga2900j,52048,t0001241,1,Activated,13,Proposal in DM,0,A,12621,58225,62,7/1/2024,8/31/2029,2024-06-27,LL Counter (revised),"Reliable Restoration is a local disaster restoration company servicing commercial and residential customers. They have outgrown their Atlanta location thanks to service area growth and expansion into material restoration services.   A financial analysis was conducted with an initial score of 5.5. A detailed tenant interview was then conducted to achieve a final score of 6.5.   Deal completed is at $10.15NNN, 5yr, 4% esc, 2mo FR (split month 1 & 7). Base Rate is 12.8% above our market assumption, and NER achieved is 32.38% higher than market.  Some comments about this troubled asset. The previous delinquent tenant (SEG) voluntarily vacated 3/10/2024. The condition of the property required extensive clean-up and make-ready which took about 45 days. Marketing began in earnest in April and 3 total tours were conducted (reliable, rotorooter, and Maileg). We received an RFP from Reliable on 5/30 and signed the lease 6/27.",0,45474,47361.0
70254,1877,xnj19nev,5477,t0000627,1,Activated,13,Proposal in DM,1,01      //02      //03,3873//3874//3875,151799,63,8/1/2024,10/31/2029,2024-06-25T05:00:00,Restructure/Blend_Proposal_1,RD Foods to expand into the entire building and extend the term.,0,45505,47422.0
70256,1695,xnj390n,4488,t0000578,2,Superseded,1,Renewal,4,390,3109,56600,1,1/1/2025,1/31/2025,2024-06-05,Third Amendment,,200,45658,45688.0
70263,2993,xfl4646g,6647,t0000689,2,Superseded,1,Renewal,2,4646,5061,79188,36,7/1/2024,6/30/2027,2024-05-09,Third Amendment,,100,45474,46568.0
70270,1733,xga5070,33868,t0001040,1,Activated,4,Termination,1,,,48276,0,6/10/2024,6/10/2024,,Eviction,,0,45453,45453.0
70271,1387,xnj3001i,1399,t0000458,1,Activated,4,Termination,2,,,24805,0,5/31/2024,5/31/2024,,Lease End,,0,45443,45443.0
70273,2992,xtx2616a,7542,t0000710,2,Superseded,1,Renewal,1,2610,5842,8060,36,3/1/2022,2/28/2025,2022-01-20,Renewal,,0,44621,45716.0
23821,1654,xohcomme,4170,t0000508,1,Activated,1,Renewal,1,10021,2958,80414,60,3/1/2023,2/29/2028,2022-09-29,Renewal,,150,44986,46812.0
23836,1655,xnjcentr,19886,t0000958,2,Superseded,0,Original Lease,0,7055-2,2989,9967,6,10/6/2022,3/31/2023,2022-09-26,Original Lease,,150,44840,45016.0
23838,3202,xtx467wa,11013,t0000780,1,Activated,1,Renewal,2,4679,5746,40394,48,1/1/2023,12/31/2026,2022-10-04,AMD and Restated,,0,44927,46387.0
70280,1655,xnjcentr,19886,t0000958,2,Superseded,5,Holdover,6,7055-2,2989,9967,1,7/1/2024,7/31/2024,,1 Month Extension,,150,45474,45504.0
70281,1683,xnj1010,4489,t0000579,2,Superseded,4,Termination,1,,,73489,0,6/24/2024,6/24/2024,2024-06-20,Lease End,,0,45467,45467.0
70284,2722,xfl3900w,5998,t0000668,2,Superseded,1,Renewal,1,BRIDGE,44921,1731,36,7/1/2024,6/30/2027,2024-05-09,Fourth Amendment,,120,45474,46568.0
70301,3632,xga2900j,52048,t0001241,1,Activated,0,Original Lease,1,A,12621,58362,62,7/1/2024,8/31/2029,2024-06-27,Original Lease,"Reliable Restoration is a local disaster restoration company servicing commercial and residential customers. They have outgrown their Atlanta location thanks to service area growth and expansion into material restoration services.     A financial analysis was conducted with an initial score of 5.5. A detailed tenant interview was then conducted to achieve a final score of 6.5.     Deal completed is at $10.15NNN, 5yr, 4% esc, 2mo FR (split month 1 & 7). Base Rate is 12.8% above our market assumption, and NER achieved is 32.38% higher than market.    Some comments about this troubled asset. The previous delinquent tenant (SEG) voluntarily vacated 3/10/2024. The condition of the property required extensive clean-up and make-ready which took about 45 days. Marketing began in earnest in April and 3 total tours were conducted (reliable, rotorooter, and Maileg). We received an RFP from Reliable on 5/30 and signed the lease 6/27.",150,45474,47361.0
70308,3202,xtx467wa,52126,t0001254,1,Activated,13,Proposal in DM,0,,,0,120,5/14/2024,5/14/2034,2024-07-24,Billboard Renewal,Billboard Lease,0,45426,49078.0
70309,4075,xga1145b,19642,t0000952,1,Activated,13,Proposal in DM,1,1145,16718,67656,36,9/1/2024,8/31/2027,2024-08-21,LL Proposal 7.3.2024 FINAL,"Tenant looking to stay 2-3yr. This market has softened significantly and building presents challenges with the WH floor condition, and undersized dock doors. We have had 2 inquiries since marketing began in March. It makes the most sense to renew existing user and delay capital investments needed to re-tenant. We have agreed to $6NNN, 4% esc, termination option after yr2 ($35k fee), 8% cap cumulative on controllable opex, and agreement to capitalize major sprinkler repairs back to TT over useful life of the system with LL paying all costs up front. TT to continue to maintain and pay for sprinkler system maintenance to code compliance.",0,45536,46630.0
70317,1877,xnj19nev,5477,t0000627,2,Superseded,1,Renewal,2,01,3873,101208,63,8/1/2024,10/31/2029,2024-06-25,FP Lease,RD Foods to expand into the entire building and extend the term.,150,45505,47422.0
70331,3622,xtx1050k,13722,t0000828,2,Superseded,5,Holdover,1,10537,10160,6525,0,8/1/2024,,,HoldOver,,150,45505,
70349,1655,xnjcentr,19886,t0000958,2,Superseded,5,Holdover,7,7055-2,2989,9967,0,8/1/2024,,,Holdover,"No Holdover rent %, per AM.",150,45505,
70371,2992,xtx2616a,7540,t0000708,1,Activated,1,Renewal,3,2616,5843,8923,24,6/1/2024,5/31/2026,2024-07-22,FP Lease,2 year deal.  Year 1 at $8.30 Year 2 at $9.15.  LL to repair existing warehouse lights,200,45444,46173.0
22549,3622,xtx1050k,13537,t0000819,2,Superseded,1,Renewal,1,10501,10161,5000,24,8/1/2022,7/31/2024,2022-08-02,First Amendment,,0,44774,45504.0
22576,1754,xgadors,4719,t0000586,1,Activated,2,Expansion,2,100     //200     //300     //400,3328//15889//15890//15891,76625,84,11/1/2015,10/31/2022,,Attach Unit,"Lease Includes Bldgs: A, B, C, & D",0,42309,44865.0
23479,1897,xga800in,19529,t0000941,1,Activated,0,Original Lease,0,800-A,4025,47532,60,9/1/2022,8/31/2027,2022-08-31,Original Lease,,150,44805,46630.0
23485,3308,xfl420sw,19534,t0000942,1,Activated,0,Original Lease,0,B,6531,6832,60,10/1/2022,9/30/2027,2022-09-07,Original Lease,,125,44835,46660.0
23551,3202,xtx467wa,19584,t0000943,2,Superseded,0,Original Lease,0,AD,16678,0,348,5/15/1994,5/14/2023,,Original Lease,,0,34469,45060.0
23599,1372,xtndelp1,5499,t0000638,2,Superseded,1,Renewal,1,4354,497,63840,24,1/1/2023,12/31/2024,2022-09-19,First Amendment,,200,44927,45657.0
23600,3301,xil121lo,7962,t0000731,1,Activated,1,Renewal,1,121,6283,20000,42,2/29/2024,8/28/2027,2022-09-15,First Amendment,,150,45351,46627.0
23602,3547,xil201ja,19638,t0000950,1,Activated,0,Original Lease,0,1080,10539,5382,36,10/1/2022,9/30/2025,2022-09-11,Original Lease,,150,44835,45930.0
23603,3547,xil201ja,12862,t0000795,1,Activated,4,Termination,1,,,5382,0,7/31/2022,7/31/2022,2022-07-28,Termination Agreement,,0,44773,44773.0
23607,4075,xga1145b,19642,t0000952,2,Superseded,0,Original Lease,0,1145,16718,67656,25,8/24/2022,8/31/2024,,Original Lease,,150,44797,45535.0
23678,3308,xfl420sw,8257,t0000744,1,Activated,1,Renewal,1,A,6529,9070,36,10/1/2022,9/30/2025,,Third Amendment,,0,44835,45930.0
23953,3641,xpa3041m,17614,t0000886,1,Activated,4,Termination,1,,,0,0,9/30/2022,9/30/2022,,,,0,44834,44834.0
23954,1876,xnj17pol,5480,t0000630,2,Superseded,2,Expansion,1,02,3864,20897,29,6/1/2023,10/31/2025,2022-10-03,Seventh Amendment,Expansion pushed to 06/01/2023,0,45078,45961.0
24166,1754,xgadors,4719,t0000586,2,Superseded,2,Expansion,3,100     //200     //300     //400,3328//15889//15890//15891,76625,84,11/1/2022,10/31/2029,,Attach Unit,,0,44866,47422.0
24250,1387,xnj3001i,20277,t0000959,2,Superseded,0,Original Lease,0,D,2248,3555,25,10/15/2022,10/31/2024,2022-09-29,Original Lease,,150,44849,45596.0
24306,3364,xtn3961o,9619,t0000756,1,Activated,4,Termination,1,,,74906,0,9/30/2022,9/30/2022,,Lease End -moveout,,0,44834,44834.0
24368,1681,xga4225,20379,t0000961,1,Activated,0,Original Lease,0,107,3015,2323,60,11/1/2022,10/31/2027,2022-10-17,Original Lease,,200,44866,46691.0
24455,1787,xnj220r,4909,t0000598,1,Activated,5,Holdover,1,A,3506,60880,0,10/28/2022,,,Holdover,,150,44862,
78435,3739,xil1701b,17841,t0000921,1,Activated,13,Proposal in DM,1,100,15010,48790,6,1/1/2025,6/30/2025,2024-10-16T16:57:45,Holdover_Proposal_1,"Tenant is relocating to Houston. We are extending them to mutually benefit from a more favorable timeline to get the vacancy back. The extension will allow LL to do construction work at the building in the last 3 months, minimizing downtime.",0,45658,45838.0
45396,2720,xtx8154b,36800,t0001051,1,Activated,0,Original Lease,0,200,4490,25100,124,10/1/2023,1/31/2034,2023-08-03,Original Lease,,150,45200,48975.0
45398,1882,xnj128ba,36807,t0001052,1,Activated,0,Original Lease,0,02,3861,3000,2,7/21/2023,9/25/2023,2023-07-21,License Agreement,HoldOver: Clause 2c: $800 per diem,0,45128,45194.0
45403,1696,xga4601,4434,t0000577,2,Superseded,1,Renewal,2,4601,3068,125723,4,8/1/2023,11/30/2023,2023-07-31,Third Amendment,"HoldOver: $8000/mo plus 50% of Property Additional Rent, per 3rd Amd, Clause 4.  Additional Rent- only bill Utilities (non controllable expenses)",400,45139,45260.0
45406,1786,xoh382c,4915,t0000603,1,Activated,13,Proposal in DM,1,382,3510,47848,60,5/1/2024,4/30/2029,,LL Proposal 2,Landlord counter response 7/26/2023,125,45413,47238.0
45409,3545,xil231ja,13276,t0000804,2,Superseded,3,Contraction,2,241     //1071,9152//9153,7352,36,7/1/2023,6/30/2026,2023-02-21,Detach Unit,Need to adjust Unit 241 delivery date to 09/01/2023,200,45108,46203.0
45412,3622,xtx1050k,36840,t0001056,1,Activated,0,Original Lease,0,10515,10162,6635,36,9/1/2023,8/31/2026,2023-08-11,Original Lease,,200,45170,46265.0
45415,1896,xtx12150,6920,t0000701,2,Superseded,5,Holdover,1,104,4427,11436,0,9/1/2023,9/30/2023,,HoldOver,,150,45170,45199.0
25221,3641,xpa3041m,17611,t0000883,2,Superseded,5,Holdover,1,C1,12814,9640,0,11/1/2022,,,Holdover,,200,44866,
25409,1696,xga4601,21222,t0000965,2,Superseded,0,Original Lease,0,RAILYARD,18224,0,84,1/1/2023,12/31/2029,2022-09-02,Original Lease,,150,44927,47483.0
25433,3642,xnj19ind,15315,t0000850,2,Superseded,2,Expansion,2,CENTER  //SECNR,12819//12823,22060,85,10/21/2022,10/31/2029,2022-07-05,Expansion Lease,,200,44855,47422.0
25566,3636,xfl3333c,14878,t0000843,2,Superseded,1,Renewal,1,200,12079,39000,24,3/1/2023,2/28/2025,,First Amendment,,0,44986,45716.0
26964,3670,xga1585r,22477,t0000966,1,Activated,0,Original Lease,0,A,12854,48000,124,12/1/2022,3/31/2033,2022-10-25,Original Lease,,200,44896,48669.0
26975,1372,xtndelp1,22488,t0000967,1,Activated,0,Original Lease,0,4318,541,25137,36,1/1/2023,12/31/2025,2022-01-17,Original Lease,,150,44927,46022.0
70286,3304,xpa4200m,8463,t0000747,1,Activated,13,Proposal in DM,1,4200,6723,40791,60,3/15/2025,3/14/2030,2024-03-15T05:00:00,Exercised Fixed Renewal Option,,0,45731,47556.0
70295,1683,xnj1010,4489,t0000579,2,Superseded,5,Holdover,2,1010,3110,73489,0,6/25/2024,6/24/2024,,HoldOver,,200,45468,45467.0
28789,1888,xtx4201n,6906,t0000696,1,Activated,1,Renewal,1,100,4304,182500,122,11/1/2022,12/31/2032,2022-10-06,Amd and Restated AG,,150,44866,48579.0
97249,3272,xnj400wa,7706,t0000715,1,Activated,13,Proposal in DM,1,400,6050,38550,60,1/1/2025,12/31/2029,2024-12-02,Final Lease Agreement,,150,45658,47483.0
87773,1383,xohmost,1306,t0000434,1,Activated,13,Proposal in DM,2,A       //B,503//504,111087,24,3/1/2025,2/28/2027,2024-12-04T16:20:56,Renew_Proposal_1,Tenant had 2x1year fix rate options. We are working with them to exercise both at the same time to push for term.,0,45717,46446.0
87774,1734,xil2101,4905,t0000594,1,Activated,13,Proposal in DM,1,B-C,3502,34455,63,6/1/2025,8/31/2030,2024-10-30,Renew_Proposal_1,"Tenant is downsizing and renewing at 1 out of 2 units they occupy. We will be able to capitalize on renting the leftover 20k SF at a premium. The tenant has good payment history and the space shows well for tours. We have increased their SD, despite of them downsizing, based on credit score.",0,45809,47726.0
87775,1663,xil1600,4183,t0000514,1,Activated,13,Proposal in DM,1,100,2969,238423,62,12/1/2025,1/31/2031,2025-02-04T03:00:00,Renew_Proposal_1,,0,45992,47879.0
29542,3641,xpa3041m,17597,t0000878,2,Superseded,5,Holdover,2,C,12813,8000,0,11/1/2022,,,HoldOver,,200,44866,
29543,3641,xpa3041m,17617,t0000887,2,Superseded,4,Termination,1,,,12800,0,11/30/2022,11/30/2022,,Termination Agreement,,0,44895,44895.0
29544,1896,xtx12150,6909,t0000698,1,Activated,1,Renewal,1,112,4428,10495,60,4/1/2023,3/31/2028,2022-11-13,Amd and Restated AG,,175,45017,46843.0
29545,3641,xpa3041m,17617,t0000887,1,Activated,5,Holdover,2,B,12811,12800,0,12/1/2022,12/19/2022,,HoldOver,,200,44896,44914.0
97341,2990,xga4600f,6538,t0000682,1,Activated,1,Renewal,2,4600-E,4968,20000,36,5/1/2025,4/30/2028,2024-11-26,First Amendment,Convert from Gross to NNN (RET/Ins/CAM/PMF),150,45778,46873.0
29849,1679,xga9330,4272,t0000542,2,Superseded,9,Assignment,1,,,0,0,11/17/2022,,,"From Mohawk Rubber Sales of NE, Inc",,0,44882,
97370,7022,xfl6704n,62963,t0001382,1,Activated,1,Renewal,1,6710,54262,10368,12,12/1/2024,11/30/2025,2024-11-14,Second Amendment,Commencement: 12/01/2024   Expiration: 11/30/2025,150,45627,45991.0
102102,1735,xnj108n,4632,t0000582,1,Activated,13,Proposal in DM,3,108,3278,23912,1,1/1/2025,1/31/2025,2024-12-17T13:18:26,Holdover_Proposal_1,,150,45658,45688.0
102106,1735,xnj108n,4632,t0000582,2,Superseded,5,Holdover,4,108,3278,23912,1,1/1/2025,1/31/2025,2024-12-17,Holdover,,150,45658,45688.0
32948,1733,xga5070,6518,t0000677,1,Activated,1,Renewal,1,5070-W,3277,45607,3,2/1/2023,4/30/2023,,First Amendment,,200,44958,45046.0
110760,3642,xnj19ind,15315,t0000850,1,Activated,4,Termination,3,,,22060,0,2/1/2025,2/1/2025,2025-01-27,Termination & SurrenderAg,,0,45689,45689.0
110808,1886,xga4507m,57636,t0001340,1,Activated,13,Proposal in DM,2,,,12040,0,7/30/2025,,2025-06-06,Termination_7/30/2025,,0,45868,
34171,3545,xil231ja,28004,t0000996,2,Superseded,0,Original Lease,0,241,9152,2902,7,12/6/2022,6/30/2023,2022-12-07,Original Lease,,200,44901,45107.0
34204,3545,xil231ja,13239,t0000801,1,Activated,5,Holdover,1,237,9151,7500,0,10/1/2022,10/7/2022,,Holdover,"Base rent only, per AM",100,44835,44841.0
34213,3364,xtn3961o,28046,t0000999,1,Activated,0,Original Lease,0,3961,7784,74906,37,2/1/2023,2/28/2026,2023-01-12,Original Lease,,200,44958,46081.0
34214,1895,xtx3662m,28047,t0001000,1,Activated,0,Original Lease,0,3670,4158,26126,62,4/1/2023,5/31/2028,2022-12-01,Original Lease,,200,45017,46904.0
110768,3302,xnj121mo,8086,t0000742,1,Activated,1,Renewal,2,121,6284,62000,24,4/1/2025,3/31/2027,2025-01-30,First Amendment,"""Tenant gave us notice they are exercising their FMV 2-year extension.  Potentially will convert to 5 years if they get awarded their State contract.  Tenant eager to expand and find new business in any case- would like this to be a """"marketable"""" assets.   Their Corporate is pressing them to find a different location at $15 PSF (per tenant)  we talked to their Decision Maker and agreed on$15.75.  we are replacing roof and doing some Capex (per Capital Planning), and in addition will give ~$150k for other work in the office""",200,45748,46477.0
110769,3547,xil201ja,19638,t0000950,1,Activated,1,Renewal,2,1080,10539,5382,36,10/1/2025,9/30/2028,2025-01-27,First Amdendment,Renewal with the current tenant with $0 in concessions. Lease is at market rent with 4% esc.,150,45931,47026.0
113135,2958,xpa18rai,7394,t0000702,1,Activated,13,Proposal in DM,2,200,4964,79051,39,2/1/2026,4/30/2029,2025-02-25T06:00:00,Restructure Renewal Proposal - Functionality Improvement,"Restructure - Suite 200 - 79,051 of 189,746",200,46054,47238.0
113136,2958,xpa18rai,71381,t0001428,1,Activated,13,Proposal in DM,0,200,4964,110695,39,2/1/2026,4/30/2029,2025-02-25T06:00:00,Restructure Renewal Proposal - Functionality Improvement,"Restructure - Suite 100 - 110,695 of 189,746",200,46054,47238.0
39364,3652,xnj70cat,32909,t0001030,1,Activated,0,Original Lease,0,B,12071,5740,31,7/1/2023,1/31/2026,2023-06-09,Original Lease,,200,45108,46053.0
39370,3545,xil231ja,28004,t0000996,1,Activated,4,Termination,1,,,2902,0,6/15/2023,6/15/2023,,Early Termination,,0,45092,45092.0
34273,1658,xtn225bo,28338,t0001006,2,Superseded,0,Original Lease,0,103,2968,33340,59,3/1/2023,2/28/2028,2023-02-24,Original Lease,,200,44986,46811.0
34275,2990,xga4600f,6540,t0000684,1,Activated,9,Assignment,1,,,0,0,2/17/2023,,,From Commercial Radiator Repairs LLC,,0,44974,
34276,2992,xtx2616a,7541,t0000709,1,Activated,4,Termination,2,,,8176,0,2/28/2023,2/28/2023,,Termination Agreement,,0,44985,44985.0
34277,3545,xil231ja,13233,t0000799,1,Activated,1,Renewal,1,233,9149,2139,2,4/1/2023,5/31/2023,2023-02-28,Extension,,200,45017,45077.0
34279,1658,xtn225bo,4204,t0000524,1,Activated,4,Termination,1,,,33340,0,2/15/2023,2/15/2023,2023-01-31,Termination Agreement,,0,44972,44972.0
34280,3545,xil231ja,13276,t0000804,2,Superseded,1,Renewal,1,241     //1071,9152//9153,10267,36,7/1/2023,6/30/2026,2023-02-21,Renewal w/ Expansion,,200,45108,46203.0
34284,1655,xnjcentr,19886,t0000958,2,Superseded,1,Renewal,1,7055-2,2989,9967,6,4/1/2023,9/30/2023,,Renewal Option 1,Created by exercising a Renewal Option,150,45017,45199.0
34285,1881,xnj30les,28347,t0001007,1,Activated,0,Original Lease,0,40,24482,9247,36,3/1/2023,2/28/2026,2023-03-05,Original Lease,,200,44986,46081.0
34286,3642,xnj19ind,17171,t0000864,1,Activated,1,Renewal,1,NE      //NWCNR,12820//12821,24364,69,6/1/2023,2/28/2029,2023-02-23,Renewal w/ Expansion,"Recovery: Fixed PRS from expansion date 88% total, NE+NWCNR 46.2036%",200,45078,47177.0
34289,3632,xga2900j,28357,t0001008,2,Superseded,0,Original Lease,0,A,12621,58225,126,3/13/2023,8/31/2033,2023-03-06,Original Lease,,150,44998,48822.0
34294,1695,xnj390n,4488,t0000578,2,Superseded,1,Renewal,1,390,3109,56600,12,11/1/2023,10/31/2024,2023-03-13,First Amendment,Created by exercising a Renewal Option - Amd exercises both 6 month renewals into one 12 months renewal,150,45231,45596.0
34303,3545,xil231ja,28536,t0001013,1,Activated,0,Original Lease,0,237     //239,9151//9154,15000,62,4/1/2023,5/31/2028,2023-03-16,Original Lease,,200,45017,46904.0
34310,3636,xfl3333c,28908,t0001015,2,Superseded,0,Original Lease,0,200,12079,39000,36,4/1/2023,3/31/2026,2023-03-25,Original Lease,,150,45017,46112.0
34311,3635,xga4450c,28436,t0001012,1,Activated,0,Original Lease,0,A,12622,18700,64,3/26/2023,6/30/2028,2023-03-13,Original Lease,,200,45011,46934.0
34312,3636,xfl3333c,14878,t0000843,1,Activated,4,Termination,2,,,39000,0,3/31/2023,3/31/2023,2023-03-27,Notice to Terminate,,0,45016,45016.0
