Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,Fund,Market,hMy,hCode,sCode,sName,DATE_HEADING,DATE_CREDITCHECK,CREDIT_SCORE,CREDIT_RATING,CREDIT_ATTACHMENT,CREDIT_NOTES,COMPANY_INFO,COMPANY_NAME,COMPANY_LOCATION,COMPANY_WEBSITE,COMPANY_YEARFOUNDED,COMPANY_DESCRIPTION,COMPANY_OWNERSHIP,COMPANY_INDUSTRY,COMPANY_GROUP,HEADERFINANACIALS,COMPANY_REVENUES,GROSS_PROFIT,COMPANY_EBIT,COMPANY_EBITDA,COMPANY_TOTAL_ASSETS,COMPANY_TOTAL_DEBT,ORIGINAL_CUSTOMER,ORIGINAL_SCODE,SLB Flag,Lease Status
t0001299,c0000988    ,Kee Pest Control Inc.,Kee Pest Control Inc.,3tn00016,4133-4175 Senator St,TN,FUND 3 (FRG XI)                                                                 ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001300,c0000986    ,CP Rankin Inc.,CP Rankin Inc.,3tn00016,4133-4175 Senator St,TN,FUND 3 (FRG XI)                                                                 ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001297,c0000983    ,MVision Trucking LLC,MVision Trucking LLC,3tn00017,4179-4189 Senator St,TN,FUND 3 (FRG XI)                                                                 ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001301,c0000984    ,Arnett Logistics Group LLC,Arnett Logistics Group LLC,3tn00017,4179-4189 Senator St,TN,FUND 3 (FRG XI)                                                                 ,Memphis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001058,c0000832    ,Provo Ventures LLC,Provo Ventures LLC,3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000988,c0000806    ,"Renewed Mind Worship Center, Inc.","Renewed Mind Worship Center, Inc.",3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001195,c0000954    ,"MASTER’S, INC.","MASTER’S, INC.",3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000987,c0000796    ,State of Maryland,State of Maryland,3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000989,c0000794    ,"Kensington Glass Arts, Inc.","Kensington Glass Arts, Inc.",3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0000990,c0000808    ,"Club & Cycle, LLC","Club & Cycle, LLC",3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000992,c0000804    ,"Foreman Turf Specialties, Inc.","Foreman Turf Specialties, Inc.",3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001023,c0000820    ,"Fluid Fleet Services, LLC","Fluid Fleet Services, LLC",3md00004,7120 Ambassador Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0000955,c0000480    ,"Mike Hammersmith General Contracting, Inc.","Mike Hammersmith General Contracting, Inc.",3ga00004,2005 Marietta Rd NW,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Past
t0001100,c0000908    ,Brasfield Gorrie,Brasfield Gorrie,3ga00004,2005 Marietta Rd NW,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,123,45872,!00001,,,11/28/2023 0:00,,7.4,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETQQqkDq6C9NgBpOkh7gP-8B-mDhiqntNvm17v5VfkvVpw?e=n2kxwf,0,,Brasfield & Gorrie LLC,Birmingham AL,https://www.brasfieldgorrie.com/,1921,General contracting/design-build & construction management services.,Private (Non-PE),Construction and Engineering,Engineering and construction,,5003291000,12.86,3,295726000,25123993,24928000,,,,Current
t0001152,c0000855    ,"Gaylor Electric, Inc.","Gaylor Electric, Inc.",3ga00004,2005 Marietta Rd NW,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,100,44479,!00001,,,11/28/2023 0:00,,6.3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETNtVfabb7xMjybX8yDuuocBLoRJZPIlE4MebvNi0y0JkQ?e=INgGIt,0,,Gaylor Electric Inc.,Indianapolis IN,https://www.gaylor.com/,1984,Provides electrical construction services,Private (Non-PE),Electrical Components and Equipment,Capital goods,,451452650,19.43,3,19571550,1219452,1061982,,,,Current
t0001001,c0000797    ,"Rademaker USA, LLC",Rademaker,3il00005,955 Estes Avenue,IL,FUND 3 (FRG XI)                                                                 ,Chicago,87,29364,!00001,,,12/31/2022 0:00,,7.1,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EXQfXY0Usj9Cg_GCm29_hl0BNL_nEW2Xg3ZcKeDpsMe0BA?e=QvoUMn,Old credit score method. Score migrated from monday.com Contract board,,Rademaker USA LLC,,,,,,,,,,,,,,,,,,Current
t0000963,c0000723    ,"Trimaco, Inc.","Trimaco, Inc.",3il00006,1221 Landmeier,IL,FUND 3 (FRG XI)                                                                 ,Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001167,c0000901    ,"MOVEX USA, Inc.","MOVEX USA, Inc.",3nc00007,12210 Vance Davis,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001168,c0000576    ,City of Charlotte,"City of Charlotte	",3nc00007,12210 Vance Davis,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001171,c0000909    ,"BOXMAN STUDIOS, LLC","BOXMAN STUDIOS, LLC",3nc00008,12140 Vance Davis,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001360,c0001032    ,South Florida Center for Percussive Art,"South Florida Center for Percussive Arts, Inc.",3fl00019,12750 & 12770 SW 125th Ave,FL,FUND 3 (FRG XI)                                                                 ,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001361,c0001031    ,Trane U.S. Inc.,Trane U.S. Inc.,3fl00019,12750 & 12770 SW 125th Ave,FL,FUND 3 (FRG XI)                                                                 ,Miami,168,60282,!00001,,,9/30/2024 0:00,,8,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EenZsFa4R59Isst8_Yyb1SkBHO0HvhkYEQr2vT3CjBin4w?e=4jFAZX,,,Trane U.S. Inc.,Dublin,https://www.tranetechnologies.com/en/index.html,1913,Provides energy-efficient HVAC and refrigeration solutions.,Public,Building Products,Building Materials,,17677600000,5857200000,0,3455600000,0,0,0,,,Current
t0001362,c0001030    ,"MFR Kendall, LLC","MFR Kendall, LLC",3fl00019,12750 & 12770 SW 125th Ave,FL,FUND 3 (FRG XI)                                                                 ,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001163,c0000902    ,Krispy Kreme Donut Corporation,Krispy Kreme Donut Corporation,3fl00005,920 Northwest 159th Drive ,FL,FUND 3 (FRG XI)                                                                 ,Miami,120,45862,!00001,,,12/5/2023 0:00,,4.2,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EYj-AJ2pDo1KpnfmqgNglyUB1N_cWurKjIQqDPt6VbsU7w?e=uKejxS,0,,Krispy Kreme Inc.,Charlotte NC,https://www.krispykreme.com/,1937,Multinational doughnut company and coffeehouse chain,Public,Retail and restaurants,Retail And Restaurants,,1529898000,,,,,,,,,Current
t0001053,c0000848    ,PP21 Productions LLC,PP21 Productions LLC,3ga00005,370 Gees Mill Business Pkwy,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001178,c0000948    ,"Eckart, LLC","Eckart, LLC",3ga00005,370 Gees Mill Business Pkwy,GA,FUND 3 (FRG XI)                                                                 ,Atlanta,142,52027,!00001,,,2/12/2024 0:00,,7.5,"https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000948_Eckart,%20LLC/FP%20TCE_v6.65%20-%20Eckart%20LLC%20(2024-02-12).pdf?csf=1&web=1&e=WSj",,,"Eckart, LLC","Corydon, IN",https://www.eckartsupply.com/,1962,Wholesale products distributor for electrical supplies,Private (Non-PE),Trading Companies and Distributors,Capital goods,,251257346,51767655.32,24563145.13,25014153.16,109561196.2,24901116.22,0,,,Current
t0001089,c0000873    ,"Bates Enterprises, Inc.","Bates Enterprises, Inc.",3nc00002,4112 Joe Street,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001090,c0000874    ,Core & Main LP,"Core & Main LP	",3nc00003,9701 Brookford Street,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",110,44498,!00001,,,8/14/2023 0:00,,7.7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EYmFcA_rpotJiRNtXmkyEtsBgmgyMGZraJ0mTd_VgTs04g?e=xkajgb,0,,Core & Main Inc.,St. Louis MO,https://coreandmain.com/,1874,Specialty Distributor (Pipes/Valves),Public,Trading Companies and Distributors,Capital goods,,6651000000,14.55,3,0,69000000,69000000,,,,Current
t0001080,c0000869    ,"ALLTEL Communications, LLC","ALLTEL Communications, LLC",3nc00004,2101 Westinghouse Boulevard,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001082,c0000870    ,"cbdMD, Inc.","cbdMD, Inc.",3nc00004,2101 Westinghouse Boulevard,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",107,44494,!00001,,,8/14/2023 0:00,,4.7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETBsLmMM5ANLlZyj15hXL24B9UB1b2gadfyHLP-ZeVVGQw?e=CVyyGP,0,,cbdMD Inc.,Charlotte NC,https://www.cbdmd.com/,2015,CBD Manufacturer / Distributor,Public,Personal Care Products,Branded nondurables,,35403224,-8.89,2,0,1391856,1391856,,,,Current
t0001088,c0000872    ,"Atlas Copco Compressors, LLC","Atlas Copco Compressors, LLC",3nc00004,2101 Westinghouse Boulevard,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",109,44496,!00001,,,8/14/2023 0:00,,8.7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EZMTmfGLto1KrsVqJGJe1fgB_s11J8X1rYLxMO9Bls9XIw?e=MpXqL0,0,,Atlas Copco AB,Nacka Sweden,www.atlascopcogroup.com,1873,Industrial Tools / Equipment Manufacturer,Public,Industrial Machinery and Supplies and Components,Capital goods,,13553067500,45.98,3,0,1900333.33,967000,,,,Current
t0001010,c0000809    ,Gorilla Rides LLC,Gorilla Rides LLC,3fl00006,4390 Westroads Drive ,FL,FUND 3 (FRG XI)                                                                 ,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001011,c0000810    ,"J&I Ventures, INC.","J&I Ventures, INC.",3fl00006,4390 Westroads Drive ,FL,FUND 3 (FRG XI)                                                                 ,Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001018,c0000775    ,"Biazzo Dairy Products, Inc.","Biazzo Dairy Products, Inc.",3nj00007,1145 Edgewater Avenue,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,81,29342,!00001,,,7/3/2023 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Eead5JoejKdJsmwGw6Y_b0MBHLdkO1w_rATzX6rxVJGf0g?e=U9DFeb,This report was the first prototype of the new Credit score method. Final report looks diferent than the later templates,,Biazzo Dairy,Ridgefield NJ,https://www.biazzo.com/,1964,Cheese manufacturer,Private (Non-PE),Packaged Foods and Meats,Branded nondurables,,39626512,0,0,0,2400000,2400000,,,Yes,Current
t0001019,c0000775    ,"Biazzo Dairy Products, Inc.","Biazzo Dairy Products, Inc.",3nj00008,1125 Hendricks Causeway,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,81,29342,!00001,,,7/3/2023 0:00,,6.5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Eead5JoejKdJsmwGw6Y_b0MBHLdkO1w_rATzX6rxVJGf0g?e=U9DFeb,This report was the first prototype of the new Credit score method. Final report looks diferent than the later templates,,Biazzo Dairy,Ridgefield NJ,https://www.biazzo.com/,1964,Cheese manufacturer,Private (Non-PE),Packaged Foods and Meats,Branded nondurables,,39626512,0,0,0,2400000,2400000,,,Yes,Current
t0001022,c0000819    ,"Continental Drywall & Insulation, LLC","Continental Drywall & Insulation, LLC",3oh00003,3232 Allegheny Avenue,OH,FUND 3 (FRG XI)                                                                 ,Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Current
t0001025,c0000822    ,"Thomas Scientific, LLC","Thomas Scientific, LLC",3nj00009,1654 High Hill Road,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001137,c0000896    ,Vitalant,Vitalant,3nj00010,1 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,118,44520,!00001,,,9/21/2023 0:00,,4.3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ETLHAJhND0JMnAgD7ue2JAkBsA6MUEp2hjTTO25k4ARhOw?e=4A4xV6,0,,Vitalant,Scottsdale AZ,https://vitalant.org/,1943,Vitalant is a nonprofit organization that collects blood from volunteer donors and provides blood/blood products and services across the United States,Private (Non-PE),Health Care Services,Health care services,,729119487,1.2,2,4213050,21836650.63,21591000,,,,Current
t0001135,c0000894    ,"US Med-Equip, LLC","US Med-Equip, LLC",3nj00010,1 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001142,c0000898    ,Howmedica Osteonics Corp.,Howmedica Osteonics Corp.,3nj00011,2 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001144,c0000899    ,CORMED USA INC.,CORMED USA INC.,3nj00012,3 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001140,c0000952    ,WAB US Corporation,WAB US Corporation,3nj00012,3 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001128,c0000890    ,"PORVEN, LTD.","PORVEN, LTD.",3nj00012,3 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,117,44514,!00001,,,9/1/2023 0:00,,5.2,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EffZq8yflE1NvoOiY6riNxIBXa23HtdAxtkANrxGYRhmHA?e=LUaWbo,0,,Porven Ltd. d/b/a Porcelanosa USA,Ramsey NJ,https://www.porcelanosa-usa.com/,1973,Kitchen and bath tile manufacturer,Private (Non-PE),Building Products,Building materials,,166990032,1.36,4,5256392,14825745.24,14626862,,,,Current
t0001130,c0000892    ,"Solid Surface Care, Inc.","Solid Surface Care, Inc.",3nj00012,3 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001124,c0000887    ,"Fuller Enterprise USA, Inc.","Fuller Enterprise USA, Inc.",3nj00013,5 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001126,c0000888    ,"KFT Fire Trainer, LLC","KFT Fire Trainer, LLC",3nj00013,5 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,116,44512,!00001,,,9/1/2023 0:00,,3.3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/Ea7RGVchATxKiM0gG9JGFL4B3gGJDpPNoIUzE_u_lRO51A?e=thRN93,0,,KFT International LLC (f/k/a Kidde Fire Trainer Holdings LLC),5 Pearl Court Unit D Allendale NJ,http://www.kft.firetrainer.com,1980,Fire training solutions,Private (Non-PE),Education Services,Business and consumer services,,20535034,2.44,3,741786.01,759788.54,515000,,,,Current
t0001127,c0000889    ,"KingChem Life Science, LLC ","KingChem Life Science, LLC ",3nj00013,5 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001122,c0000865    ,"Flavine North America, Inc.","Flavine North America, Inc.",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,105,44489,!00001,,,9/1/2023 0:00,,5.6,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ESlyQYjDn71FiYqrOmEn4-QBq_GEtU2Jp3znyGjCElfcPQ?e=xeqpOV,0,,Flavine North America Inc.,Paramus NJ,https://www.flavine.com/north-america/,1975,Marketing and distribution for pharma ingredients,Private (Non-PE),Pharmaceuticals,Pharmaceuticals,,62850542,16.69,2,3467846,359996.57,221000,,,,Current
t0001125,c0000862    ,Inter Chem Trading Corp,Inter Chem Trading Corp,3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001120,c0000885    ,"Actives International, L.L.C.","Actives International, L.L.C.",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001121,c0000886    ,"Biosil Technologies, Inc.","Biosil Technologies, Inc.",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,129,44510,!00001,,,12/23/2023 0:00,,5,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/ER8toqdq_3tAuTlVxr0QXR4BJHptOBvdp9wHI5p-RRu76w?e=XfjUJ5,,,"Biosil Technologies, Inc","Allendale, NJ",https://www.biosiltech.com/,1993,"Supplier of specialty ingredients for skin/hair care, & color cosmetics.",Private (Non-PE),Specialty Chemicals,Specialty chemicals,,4172530,1842440,190006,192737,2330242,0,0,,,Current
t0001136,c0000895    ,"SUMERU, LLC","SUMERU, LLC",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001138,c0000854    ,"Volkswagen Group of America, Inc.","Volkswagen Group of America, Inc.",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001131,c0000893    ,"TBS Controls, LLC","TBS Controls, LLC",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001129,c0000891    ,"Proximate Concepts, LLC & iNPLANT, LLC","Proximate Concepts, LLC & iNPLANT, LLC",3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001183,c0000917    ,IMCD US LLC,IMCD US LLC,3nj00014,6 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,137,50933,!00001,,,11/27/2023 0:00,,5,https://faropointinvestments1067703.sharepoint.com/:b:/r/sites/Investments/Shared%20Documents/General/Tenant%20Credit%20Score%20Reports(Linked%20to%20Yardi)/c0000917_IMCD%20US%20LLC/FP%20TCE_v6.65%20-%20IMCD%20(2023-11-27).pdf?csf=1&web=1&e=coqNTd,,,IMCD US LLC,"Rotterdam, the Netherlands",https://www.imcdgroup.com,1995,"Formulation, sales and distribution of specialty chemicals.",Public,Specialty Chemicals,Specialty chemicals,,4626315,1040317,461726,573212,3643510,1248931,0,,,Current
t0001139,c0000854    ,"Volkswagen Group of America, Inc.","Volkswagen Group of America, Inc.",3nj00015,7 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001132,c0000857    ,E & J Hospitality Inc.,E & J Hospitality Inc.,3nj00015,7 Pearl Court,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001141,c0000898    ,Howmedica Osteonics Corp.,Howmedica Osteonics Corp.,3nj00016,59 Route 17,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001116,c0000945    ,City of Charlotte,City of Charlotte,3nc00005,2200 Executive Street,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001099,c0000875    ,J.S. HELD LLC,J.S. HELD LLC,3nc00005,2200 Executive Street,NC,FUND 3 (FRG XI)                                                                 ,"Charlotte, NC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Past
t0001106,c0000864    ,"Marathon Roofing, Inc.","Marathon Roofing, Inc.",3md00005,221 Cockeysville Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001107,c0000863    ,"TA Dispatch, LLC","TA Dispatch, LLC",3md00005,221 Cockeysville Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001179,c0000951    ,"Laker Partners, LLC","Laker Partners, LLC",3md00005,221 Cockeysville Road,MD,FUND 3 (FRG XI)                                                                 ,Baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001110,c0000877    ,"Remarkable Food Hospitality, LLC","Remarkable Food Hospitality, LLC",3nj00017,16 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001114,c0000881    ,Alison's Trading Corp.,Alison's Trading Corp.,3nj00018,91 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,114,44505,!00001,,,9/25/2023 0:00,,5.2,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EXFIqaJf1ctHiy0nuCe4N1wBHV5MjhSFpbVZn9WOv6aSow?e=3JTyK7,0,,Alison's Trading Corp. d/b/a Alison's Montessori and Educational Materials,Mahwah NJ,https://www.alisonsmontessori.com/,2006,Distributor of educational products,Private (Non-PE),Other Specialty Retail,Retail and restaurants,,4603706.47,3.06,3,514747.14,430459.47,249857.82,,,,Current
t0001115,c0000882    ,"Z&Z Supply Merger Sub, LLC","Z&Z Supply Merger Sub, LLC ",3nj00018,91 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001103,c0000876    ,"DASHLINK, INC.","DASHLINK, INC.",3nj00018,91 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001117,c0000883    ,DJ Gym Mahwah LLC,DJ Gym Mahwah LLC,3nj00018,91 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,115,44507,!00001,,,9/21/2023 0:00,,4.3,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EaqozVyzK1xBmYzWVecn2DYBSDl8sNN8yN2_yV4LCoLQ3w?e=tBuqiv,0,,DJ Gym Mahwah LLC,Roseland NJ,0,0,0,Private (Non-PE),Health Care Services,Health care services,,1308986.74,1.59,2,202911.09,548677.6,342019.16,,,,Current
t0001118,c0000913    ,Cablevision Lightpath LLC,Cablevision Lightpath LLC,3nj00018,91 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001119,c0000884    ,"VBT Sub 2, LLC","VBT Sub 2, LLC",3nj00018,91 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Current
t0001113,c0000880    ,"American Musical Supply, Inc.","American Musical Supply, Inc.",3nj00019,70-82 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,113,44504,!00001,,,9/21/2023 0:00,,6.1,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EXfLSDMs_zpIk8z3QLhn10EBjaJE_HaBtaAuZVHZkRghog?e=ROK0rY,0,,"American Musical Supply Inc. (""AMS"")",Oakland NJ,https://www.americanmusical.com/,1986,Online musical instrument retailer and wholesale supplier,Private (Non-PE),Other Specialty Retail,Retail and restaurants,,335846346,83.55,3,24047603,291316.67,291316.67,,,,Current
t0001111,c0000878    ,"Lincoln Technical Institute, Inc.","Lincoln Technical Institute, Inc.",3nj00019,70-82 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,111,44502,!00001,,,9/21/2023 0:00,,4.7,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EWBwU8MXqPlGhWt6z0AkqpAB4Ds6cSibcW1bBZ5-JkAijA?e=C0Iepw,0,,Lincoln Educational Services Corporation,West Orange NJ,https://www.lincolntech.edu/,1946,Provider of technical skills training,Public,Education Services,Business and consumer services,,348287000,2.24,3,23512000,19854828.95,18900000,,,,Current
t0001112,c0000879    ,"Six Thirteen Originals, LLC","Six Thirteen Originals, LLC",3nj00019,70-82 McKee Drive,NJ,FUND 3 (FRG XI)                                                                 ,Northern NJ/New York,112,44503,!00001,,,9/1/2023 0:00,,5.8,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EaNdh3CTVZJOvPstwmUu7tsBvmubPcgU2dGoIOfUcewBiA?e=z1mIU6,0,,613 Originals LLC,18 Industrial Ave C Mahwah NJ 07430,https://www.613originals.com/,2017,Produces and distributes heat transferers,Private (Non-PE),Textiles,Consumer durables,,29988728.47,12.78,3,11871015.8,1332885.77,1007772,,,,Current
t0001145,c0000871    ,Bestnest Inc.,Bestnest Inc.,3oh00004,4000-4024 Precision Dr ,OH,FUND 3 (FRG XI)                                                                 ,Cincinnati,108,44495,!00001,,,10/13/2023 0:00,,4.8,https://faropointinvestments1067703.sharepoint.com/:b:/s/Investments/EWeZmmw3rvVIvqcUNLcKz3ABex7A57BRT8q2yNFR9TRiiw?e=EooGDM,0,,BestNest Inc.,Cincinnati OH,https://www.bestnest.com,1999,Online retailer of products for wildlife care and outdoor living.,Private (Non-PE),Food Retail,Retail and restaurants,,23999874.08,3.32,3,1602488.14,1083874.32,689793.86,,,,Current
