Property Code,Property Address,Property State,Market,Fund,Legal Entity,ACQ Status,Asset Manager,Lease Code,Tenant Name,Lease Status,Amendment Type,Amendment Status,Amendment Sequence,unit_scodes_concatenated,Contract Area,Rent,Term,Start Date,End Date,Sign Date,Description,Tenant Status,Tenant HMY,Amendment Tenant,Property HMY,Comm ICS,Comm ICS Code,Comm ICS Description
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Unknown","Superseded",-1,3       ,12000,0,61,"2025-06-01 00:00:00","2030-06-30 00:00:00",,"Renew_Proposal_5",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"3il00008","1060 N Garfield","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL5 LP                                                                 ","Acquired                                                                        ","Madison Austin                                                                  ","t0001323","Key Interior Designs, LLC","Current","Original Lease","Activated",0,1072    ,8670,0,48,"2024-09-04 00:00:00","2028-08-31 00:00:00","2024-03-15 00:00:00","Lease Extension Ag #3",0,56140,56140,6607,1391,493110,"General Warehousing and Storage"
"3ga00008","1056 Personal Place","GA","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-GA5 LP                                                                 ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0001329","MWD Logistics, Inc.","Current","Original Lease","Activated",0,1       ,90021,0,19,"2024-10-08 00:00:00","2026-04-30 00:00:00","2023-04-14 00:00:00","Original Lease",0,56166,56166,6615,1391,493110,"General Warehousing and Storage"
"3oh00006","8490 Seward Road","OH","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-OH3 LP                                                                 ","Acquired                                                                        ","Madison Austin                                                                  ","t0001269","Qualus Services, LLC","Current","Original Lease","Activated",0,100     ,55000,0,21,"2024-09-18 00:00:00","2026-05-31 00:00:00","2015-04-01 00:00:00","Third Amendment",0,53552,53552,6561,1391,493110,"General Warehousing and Storage"
"xnj156al","156 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0000622","Robmar Realty Associates","Past","Termination","Activated",4,01      ,5566,0,0,"2023-11-01 00:00:00","2023-11-01 00:00:00",,"Termination",1,5471,5471,1880,1391,493110,"General Warehousing and Storage"
"xnj156al","156 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0000622","Robmar Realty Associates","Past","Original Lease","Superseded",0,01      ,5566,0,60,"2017-11-01 00:00:00","2022-10-31 00:00:00",,"2nd Amendment",1,5471,5471,1880,1391,493110,"General Warehousing and Storage"
"xnj40pot","40 Potash Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000617","Cablevision of Oakland","Current","Original Lease","Superseded",0,01      ,60994,0,60,"2017-11-01 00:00:00","2022-10-31 00:00:00",,"5th Amendment",0,5464,5464,1884,1469,519130,"Internet Publishing and Broadcasting and Web Search Portals"
"xnj40pot","40 Potash Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000617","Cablevision of Oakland","Current","Unknown","Superseded",-1,01      ,60994,0,60,"2022-11-01 00:00:00","2027-10-31 00:00:00",,"Renew Executed 2022_5_13",0,5464,5464,1884,1469,519130,"Internet Publishing and Broadcasting and Web Search Portals"
"xnj40pot","40 Potash Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0000617","Cablevision of Oakland","Current","Renewal","Activated",1,01      ,60994,0,60,"2022-11-01 00:00:00","2027-10-31 00:00:00","2022-05-13 00:00:00","Sixth Amendment",0,5464,5464,1884,1469,519130,"Internet Publishing and Broadcasting and Web Search Portals"
"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000460","Professional Reconstructive Orthopedics, Inc.","Past","Renewal","Activated",1,"E       ",12000,0,3,"2023-02-01 00:00:00","2023-04-30 00:00:00","2023-01-30 00:00:00","Fourth Amendment",1,1401,1401,1387,963,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
"3nj00010","1 Pearl Court","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","Ian Murphy                                                                      ","t0001135","US Med-Equip, LLC","Current","Original Lease","Activated",0,"A       , B       ",32895,0,80,"2023-10-10 00:00:00","2030-05-31 00:00:00","2022-12-20 00:00:00","First Amendment",0,40171,40171,5710,963,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
"3nj00012","3 Pearl Court","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ3 LLC                                                                ","Acquired                                                                        ","Ian Murphy                                                                      ","t0001144","CORMED USA INC.","Current","Original Lease","Activated",0,"A       ",6500,0,60,"2023-10-10 00:00:00","2028-09-30 00:00:00","2023-10-01 00:00:00","Original Lease",0,41636,41636,5712,963,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
"3nj00009","1654 High Hill Road","NJ","Northeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NJ2 LLC                                                                ","Acquired                                                                        ","Omer Ben-Zur                                                                    ","t0001025","Thomas Scientific, LLC","Current","Original Lease","Activated",0,1654    ,119093,0,118,"2023-05-02 00:00:00","2033-02-28 00:00:00","2022-09-01 00:00:00","Amd and Restated AG",0,30328,30328,5074,967,423490,"Other Professional Equipment and Supplies Merchant Wholesalers"
"3nc00002","4112 Joe Street","NC","Southeast                                                                       ","FUND 3 (FRG XI)                                                                 ","FIVF-III-NC1,LLC                                                                ","Acquired                                                                        ","Joseph Kortick                                                                  ","t0001089","Bates Enterprises, Inc.","Current","Original Lease","Activated",0,4112    ,45750,0,25,"2023-09-07 00:00:00","2025-09-30 00:00:00","2022-06-13 00:00:00","Original Lease",0,38079,38079,5457,977,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Who"
"xfl7720p","7720 Philips Highway","FL","Florida                                                                         ","FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0000716","Setzer's and Co. Inc. ","Current","Original Lease","Activated",0,"B-C     ",55486,0,64,"2021-08-15 00:00:00","2026-11-30 00:00:00",,"Original Lease",0,7711,7711,3278,977,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Who"
"njrun150","150 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000764","Lou Wireless LLC","Current","Original Lease","Activated",0,"B       ",4065,0,60,"2022-05-01 00:00:00","2027-04-30 00:00:00",,"Original Lease",0,9975,9975,1338,977,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Who"
"3il00002","150-152 Railroad Avenue","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000914","D.C Foam Recycle Center, Inc.","Past","Original Lease","Superseded",0,400     ,9000,0,27,"2022-06-01 00:00:00","2024-08-31 00:00:00",,"Fourth Amendment",1,17746,17746,3741,1008,423930,"Recyclable Material Merchant Wholesalers"
"3il00002","150-152 Railroad Avenue","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL1 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000914","D.C Foam Recycle Center, Inc.","Past","Termination","Activated",1,400     ,9000,0,0,"2023-08-31 00:00:00","2023-08-31 00:00:00","2023-05-30 00:00:00","Termination Agreement",1,17746,17746,3741,1008,423930,"Recyclable Material Merchant Wholesalers"
"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Expansion","Activated",3,"01      , 02      , 03      ",151799,0,58,"2025-01-01 00:00:00","2029-10-31 00:00:00",,"Expansion Amd",0,5477,5477,1877,1037,424420,"Packaged Frozen Food Merchant Wholesalers"
"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Original Lease","Superseded",0,"01      , 02      , 03      ",101208,0,65,"2019-03-15 00:00:00","2024-07-31 00:00:00",,"Original",0,5477,5477,1877,1037,424420,"Packaged Frozen Food Merchant Wholesalers"
"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Unknown","Activated",1,"01      , 02      , 03      ",151799,0,63,"2024-08-01 00:00:00","2029-10-31 00:00:00","2024-06-25 05:00:00","Restructure/Blend_Proposal_1",0,5477,5477,1877,1037,424420,"Packaged Frozen Food Merchant Wholesalers"
"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Renewal","Superseded",2,"01      , 02      , 03      ",101208,0,63,"2024-08-01 00:00:00","2029-10-31 00:00:00","2024-06-25 00:00:00","FP Lease",0,5477,5477,1877,1037,424420,"Packaged Frozen Food Merchant Wholesalers"
"3tn00015","4519 Old Lamar Avenue","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001311","ITR America, LLC","Current","Original Lease","Activated",0,1       ,12390,0,61,"2024-08-15 00:00:00","2029-08-31 00:00:00","2024-02-14 00:00:00","First Amendment",0,54515,54515,6593,1109,441310,"Automotive Parts and Accessories Stores"
"xtn3961o","3961 Outland Drive","TN","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000756","Red Dot Corporation","Past","Original Lease","Superseded",0,3961    ,74906,0,6,"2022-04-01 00:00:00","2022-09-30 00:00:00",,"",1,9619,9619,3364,1109,441310,"Automotive Parts and Accessories Stores"
"xtn3961o","3961 Outland Drive","TN","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000756","Red Dot Corporation","Past","Termination","Activated",1,3961    ,74906,0,0,"2022-09-30 00:00:00","2022-09-30 00:00:00",,"Lease End -moveout",1,9619,9619,3364,1109,441310,"Automotive Parts and Accessories Stores"
"3tn00008","5425 E. Raines Rd","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0001302","Worksite Consultants, LLC","Current","Unknown","Activated",1,1       ,10400,0,36,"2025-01-01 00:00:00","2027-12-31 00:00:00","2024-12-18 06:00:00","Renew_Proposal_5",0,54506,54506,6567,1664,541611,"Administrative Management and General Management Consulting Services"
"3tn00008","5425 E. Raines Rd","TN","West Tennessee                                                                  ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN3 LP                                                                 ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0001302","Worksite Consultants, LLC","Current","Original Lease","Activated",0,1       ,10400,0,5,"2024-08-15 00:00:00","2024-12-31 00:00:00","2022-11-16 00:00:00","Second Amendment",0,54506,54506,6567,1664,541611,"Administrative Management and General Management Consulting Services"
"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001060","Crown Packaging (MO Corp)","Current","Unknown","Activated",0,4290    ,41496,0,60,"2023-11-01 00:00:00","2028-10-31 00:00:00",,"Crown Proposal -> Lease",0,36871,36871,1372,1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0001060","Crown Packaging (MO Corp)","Current","Original Lease","Activated",1,4290    ,41496,0,60,"2023-11-01 00:00:00","2028-10-31 00:00:00","2023-10-11 00:00:00","Original Lease",0,36871,36871,1372,1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
"3il00011","1670 Frontenac Road","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL6 LP                                                                 ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0001375","Servex, Inc.","Current","Original Lease","Activated",0,100     ,93405,0,20,"2024-11-19 00:00:00","2026-06-30 00:00:00","2021-06-10 00:00:00","Eleventh Amendment",0,62879,62879,7016,1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
"3tn00003","3276 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000897","UST Select, Inc.","Past","Original Lease","Superseded",0,8       ,22500,0,38,"2021-11-22 00:00:00","2024-12-31 00:00:00","2021-11-11 00:00:00","Original Lease",1,17631,17631,3645,1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
"3tn00003","3276 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000897","UST Select, Inc.","Past","Termination","Activated",1,8       ,22500,0,0,"2023-06-30 00:00:00","2023-06-30 00:00:00","2023-07-10 00:00:00","Termination Agreement",1,17631,17631,3645,1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
"gamou028","850 Mountain Industrial Drive","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000241","Pasia Towing LLC","Current","Original Lease","Activated",0,"106-A   ",1450,0,61,"2017-12-15 00:00:00","2022-12-31 00:00:00",,"",0,757,757,1271,1667,541614,"Process, Physical Distribution, and Logistics Consulting Services"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Unknown","Superseded",-1,3       ,12000,0,62,"2025-06-01 00:00:00","2030-07-31 00:00:00",,"Renew_Proposal_1",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Unknown","Superseded",-1,3       ,12000,0,61,"2025-06-01 00:00:00","2030-06-30 00:00:00",,"Renew_Proposal_2",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Unknown","Superseded",-1,3       ,12000,0,61,"2025-06-01 00:00:00","2030-06-30 00:00:00",,"Renew_Proposal_3",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Unknown","Superseded",-1,3       ,12000,0,61,"2025-06-01 00:00:00","2030-06-30 00:00:00",,"Renew_Proposal_4",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Original Lease","Activated",0,3       ,12000,0,68,"2019-10-09 00:00:00","2025-05-31 00:00:00","2019-10-09 00:00:00","First Amendment",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000891","Overhead Door Corporation","Current","Unknown","Superseded",-1,3       ,12000,0,61,"2025-06-01 00:00:00","2030-06-30 00:00:00",,"Renew_Proposal_6",0,17624,17624,3643,660,332321,"Metal Window and Door Manufacturing"
"xpa12111","1211 Ford Road ","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Acquired                                                                        ","James Calamia                                                                   ","t0000601","Northeast Building Products Corp.","Current","Renewal","Activated",1,1211    ,106045,0,60,"2023-11-06 00:00:00","2028-11-05 00:00:00",,"Initial Extended Term",0,4913,4913,1756,660,332321,"Metal Window and Door Manufacturing"
"xpa327c ","327 East Chew Avenue","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Sold                                                                            ","James Calamia                                                                   ","t0000602","Northeast Building Products Corp.","Current","Original Lease","Activated",0,327     ,170390,0,120,"2018-11-06 00:00:00","2028-11-05 00:00:00",,"Original",0,4914,4914,1757,660,332321,"Metal Window and Door Manufacturing"
"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000586","Randall Ventures LLC","Current","Unknown","Superseded",-1,"100     , 200     , 300     , 400     ",76625,0,0,"2029-10-31 00:00:00",,,"Termination_Proposal_1",0,4719,4719,1754,1520,523910,"Miscellaneous Intermediation"
"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000586","Randall Ventures LLC","Current","Expansion","Activated",2,"100     , 200     , 300     , 400     ",76625,0,84,"2015-11-01 00:00:00","2022-10-31 00:00:00",,"Attach Unit",0,4719,4719,1754,1520,523910,"Miscellaneous Intermediation"
"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000586","Randall Ventures LLC","Current","Expansion","Activated",3,"100     , 200     , 300     , 400     ",76625,0,84,"2022-11-01 00:00:00","2029-10-31 00:00:00",,"Attach Unit",0,4719,4719,1754,1520,523910,"Miscellaneous Intermediation"
"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000586","Randall Ventures LLC","Current","Renewal","Superseded",1,"100     , 200     , 300     , 400     ",76625,0,84,"2022-11-01 00:00:00","2029-10-31 00:00:00",,"Renewal",0,4719,4719,1754,1520,523910,"Miscellaneous Intermediation"
"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000586","Randall Ventures LLC","Current","Original Lease","Superseded",0,"100     , 200     , 300     , 400     ",76625,0,84,"2015-11-01 00:00:00","2022-10-31 00:00:00",,"",0,4719,4719,1754,1520,523910,"Miscellaneous Intermediation"
"3tn00001","3338 Democrat Road","TN","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-TN1 LLC                                                                ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000894","The Lamar Group","Current","Original Lease","Activated",0,"AD      ",0,0,120,"2016-01-01 00:00:00","2025-12-31 00:00:00","2016-01-01 00:00:00","Original Lease",0,17627,17627,3643,1563,5311,"Lessors of Real Estate"
"xil240ja","240-252 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Sold                                                                            ","Alec Chialdikas                                                                 ","t0000812","National Corporate Housing, Inc.","Past","Original Lease","Superseded",0,248     ,6000,0,62,"2018-10-08 00:00:00","2023-11-30 00:00:00","2018-08-15 00:00:00","First Amendment",1,13456,13456,3546,1574,531210,"Offices of Real Estate Agents and Brokers"
"xil240ja","240-252 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Sold                                                                            ","Alec Chialdikas                                                                 ","t0000812","National Corporate Housing, Inc.","Past","Termination","Activated",1,248     ,6000,0,0,"2023-11-30 00:00:00","2023-11-30 00:00:00",,"Lease End",1,13456,13456,3546,1574,531210,"Offices of Real Estate Agents and Brokers"
"xil240ja","240-252 James Street","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL2 LP                                                                    ","Sold                                                                            ","Alec Chialdikas                                                                 ","t0000811","Elliott Auto Supply Co., Inc.","Current","Original Lease","Activated",0,246     ,7500,0,172,"2009-11-01 00:00:00","2024-02-29 00:00:00","2009-10-15 00:00:00","Fourth Amendment",0,13455,13455,3546,1109,441310,"Automotive Parts and Accessories Stores"
"njleo19 ","858 North Lenola Road","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000104","Pep Boys","Current","Original Lease","Superseded",0,"2A      ",25572,0,23,"2020-04-01 00:00:00","2022-02-28 00:00:00",,"First Amendment",0,510,510,1294,1109,441310,"Automotive Parts and Accessories Stores"
"njleo19 ","858 North Lenola Road","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000104","Pep Boys","Current","Renewal","Activated",1,"2A      ",25572,0,12,"2022-03-01 00:00:00","2023-02-28 00:00:00",,"",0,510,510,1294,1109,441310,"Automotive Parts and Accessories Stores"
"tnwl7005","5146 E Raines Rd","TN","Mid-South                                                                       ","FRG IX                                                                          ","FPIP- Memphis LP                                                                ","Sold                                                                            ","Alex Hugo                                                                       ","t0000349","Melett North America, Inc.","Current","Original Lease","Activated",0,400     ,14910,0,60,"2018-09-01 00:00:00","2023-08-31 00:00:00",,"",0,962,962,924,1109,441310,"Automotive Parts and Accessories Stores"
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000823","Nidia Valadez and Alejandro Contreras","Past","Original Lease","Superseded",0,10511   ,5500,0,12,"2022-05-16 00:00:00","2023-04-30 00:00:00","2021-05-05 00:00:00","Original Lease",1,13714,13714,3622,1125,443141,"Household Appliance Stores"
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000823","Nidia Valadez and Alejandro Contreras","Past","Renewal","Activated",1,10511   ,5423,0,1,"2023-05-01 00:00:00","2023-05-31 00:00:00","2023-04-19 00:00:00","Amended & Restated AG",1,13714,13714,3622,1125,443141,"Household Appliance Stores"
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000824","Nidia Valadez and Alejandro Contreras","Current","Renewal","Superseded",1,"10529   , 11523   ",6188,0,61,"2023-05-01 00:00:00","2028-05-31 00:00:00","2023-04-19 00:00:00","Amd and Restated AG",0,13715,13715,3622,1125,443141,"Household Appliance Stores"
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000824","Nidia Valadez and Alejandro Contreras","Current","Expansion","Activated",2,"10529   , 11523   ",12665,0,61,"2023-06-01 00:00:00","2028-06-30 00:00:00","2023-04-19 00:00:00","Amd and Restated AG",0,13715,13715,3622,1125,443141,"Household Appliance Stores"
"xtx1050k","10501 King William Drive","TX","Texas                                                                           ","FRG X                                                                           ","FRG-X-TX2 LP                                                                    ","Acquired                                                                        ","Steve DeFoe                                                                     ","t0000824","Nidia Valadez and Alejandro Contreras","Current","Original Lease","Superseded",0,"10529   , 11523   ",6100,0,12,"2022-05-16 00:00:00","2023-04-30 00:00:00","2020-02-24 00:00:00","Original Lease",0,13715,13715,3622,1125,443141,"Household Appliance Stores"
"3il00007","800-812 Greenleaf Avenue","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000970","Krishiv Foods, LLC","Current","Original Lease","Superseded",0,802     ,9250,0,37,"2020-08-01 00:00:00","2023-08-31 00:00:00","2020-05-28 00:00:00","Original Lease",0,23319,23319,4192,1158,445299,"All Other Specialty Food Stores"
"3il00007","800-812 Greenleaf Avenue","IL","Mid-West                                                                        ","FUND 3 (FRG XI)                                                                 ","FIVF-III-IL2 LLC                                                                ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000970","Krishiv Foods, LLC","Current","Renewal","Activated",1,802     ,9250,0,37,"2023-09-01 00:00:00","2026-09-30 00:00:00","2023-07-24 00:00:00","FP Lease",0,23319,23319,4192,1158,445299,"All Other Specialty Food Stores"
"njrun190","190 E Ninth Avenue","NJ","Northeast                                                                       ","FRG IX                                                                          ","FP Gimel NJ LP                                                                  ","Sold                                                                            ","Ian Murphy                                                                      ","t0000289","Farmer Bros, Co.","Current","Original Lease","Activated",0,"B       ",12813,0,36,"2020-01-01 00:00:00","2022-12-31 00:00:00",,"Second Amendment",0,808,808,1344,1158,445299,"All Other Specialty Food Stores"
"3fl00003","3330 Northwest 60th Street","FL","Florida                                                                         ","FUND 3 (FRG XI)                                                                 ","FIVF-III-FL1 LLC                                                                ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0000866","Garland, LLC","Current","Original Lease","Superseded",0,3330    ,32774,0,25,"2022-06-23 00:00:00","2024-06-30 00:00:00","2022-06-23 00:00:00","Original Lease",0,17479,17479,3651,1158,445299,"All Other Specialty Food Stores"
"3fl00003","3330 Northwest 60th Street","FL","Florida                                                                         ","FUND 3 (FRG XI)                                                                 ","FIVF-III-FL1 LLC                                                                ","Acquired                                                                        ","Gabriel Kisber                                                                  ","t0000866","Garland, LLC","Current","Unknown","Superseded",-1,3330    ,32774,0,12,"2024-07-01 00:00:00","2025-06-30 00:00:00",,"Renew_Proposal_1",0,17479,17479,3651,1158,445299,"All Other Specialty Food Stores"
