Amendment hMy,Property hMy,Property Code,Tenant hMy,Tenant ID,Amendment Status code,Amendment Status,Amendment Type code,Amendment Type,Amendment Sequence,Unit/s under amendment,HMY Unit/s under amendment,Amendment SF,Amendment Term,Amendment Start Date,Amendment End Date,Amendment Sign Date,Amendment Description,Amendment Notes,Holdover %
115954,993,"ohfai003",371,"t0000027",1,"Activated",4,"Termination",2,,,6584,0,"2022-11-01 00:00:00","2022-11-01 00:00:00",,,,0
115955,993,"ohfai003",372,"t0000028",1,"Activated",4,"Termination",2,,,3117,0,"2022-09-30 00:00:00","2022-09-30 00:00:00",,,,0
115956,2990,"xga4600f",6536,"t0000681",1,"Activated",5,"Holdover",2,"4600-F  ",4969,10000,1,"2025-04-01 00:00:00","2025-04-30 00:00:00","03/12/2025 00:00:00","HoldOver","",200
115961,899,"gasc3004",732,"t0000216",1,"Activated",4,"Termination",1,,,4010,0,"2021-08-13 00:00:00","2021-08-13 00:00:00",,,,0
115962,1092,"gashi019",740,"t0000224",1,"Activated",4,"Termination",1,,,57874,0,"2022-08-23 00:00:00","2022-08-23 00:00:00",,,,0
115963,3546,"xil240ja",13434,"t0000808",1,"Activated",4,"Termination",1,,,4900,0,"2023-12-19 00:00:00","2023-12-19 00:00:00",,,,0
115964,3546,"xil240ja",13454,"t0000810",1,"Activated",4,"Termination",1,,,3500,0,"2023-12-19 00:00:00","2023-12-19 00:00:00",,,,0
115965,3546,"xil240ja",13455,"t0000811",1,"Activated",4,"Termination",1,,,7500,0,"2023-12-19 00:00:00","2023-12-19 00:00:00",,,,0
115966,3546,"xil240ja",13457,"t0000813",1,"Activated",4,"Termination",1,,,3500,0,"2023-12-19 00:00:00","2023-12-19 00:00:00",,,,0
115967,3546,"xil240ja",13458,"t0000814",1,"Activated",4,"Termination",1,,,4300,0,"2023-07-31 00:00:00","2023-07-31 00:00:00",,,,0
115968,1656,"xpastate",4169,"t0000507",1,"Activated",4,"Termination",1,,,17063,0,"2023-12-01 00:00:00","2023-12-01 00:00:00",,,,0
115969,3639,"xil2710l",17598,"t0000879",1,"Activated",4,"Termination",1,,,24000,0,"2022-08-31 00:00:00","2022-08-31 00:00:00",,,,0
115970,1791,"xtnawg2 ",5513,"t0000648",1,"Activated",4,"Termination",1,,,145758,0,"2023-09-29 00:00:00","2023-09-29 00:00:00",,,,0
115971,1696,"xga4601 ",21222,"t0000965",1,"Activated",4,"Termination",1,,,0,0,"2023-08-01 00:00:00","2023-08-01 00:00:00",,,,0
115972,1696,"xga4601 ",4434,"t0000577",1,"Activated",4,"Termination",3,,,125723,0,"2023-08-01 00:00:00","2023-08-01 00:00:00",,,,0
115973,1345,"njhig121",812,"t0000293",1,"Activated",4,"Termination",4,,,107570,0,"2023-05-31 00:00:00","2023-05-31 00:00:00",,,,0
115974,1757,"xpa327c ",4914,"t0000602",1,"Activated",4,"Termination",1,,,170390,0,"2023-03-31 00:00:00","2023-03-31 00:00:00",,,,0
115975,3351,"xnj121hi",9929,"t0000760",1,"Activated",4,"Termination",1,,,40000,0,"2022-06-21 00:00:00","2022-06-21 00:00:00",,,,0
115976,3351,"xnj121hi",9448,"t0000751",1,"Activated",4,"Termination",2,,,20000,0,"2022-10-31 00:00:00","2022-10-31 00:00:00",,,,0
115977,911,"gasc3016",28906,"t0001014",1,"Activated",4,"Termination",1,,,0,0,"2023-03-21 00:00:00","2023-03-21 00:00:00",,,,0
115978,909,"gasc1014",688,"t0000175",1,"Activated",4,"Termination",2,,,101595,0,"2023-03-21 00:00:00","2023-03-21 00:00:00",,,,0
115979,910,"gasc2015",695,"t0000182",1,"Activated",4,"Termination",2,,,50161,0,"2023-03-21 00:00:00","2023-03-21 00:00:00",,,,0
115980,2722,"xfl3900w",5998,"t0000668",1,"Activated",4,"Termination",2,,,1731,0,"2024-07-12 00:00:00","2024-07-12 00:00:00",,,,0
115981,2993,"xfl4646g",6647,"t0000689",1,"Activated",4,"Termination",3,,,79188,0,"2024-07-12 00:00:00","2024-07-12 00:00:00",,,,0
115982,3636,"xfl3333c",14877,"t0000842",1,"Activated",4,"Termination",1,,,83800,0,"2024-06-18 00:00:00","2024-06-18 00:00:00",,,,0
115983,3636,"xfl3333c",15438,"t0000853",1,"Activated",4,"Termination",1,,,600,0,"2024-06-18 00:00:00","2024-06-18 00:00:00",,,,0
116343,6163,"3tx00015",72584,"t0001449",1,"Activated",0,"Original Lease",1,116     ,44870,7141,5,"2025-03-06 00:00:00","2025-08-31 00:00:00","03/18/2025 00:00:00","Original Lease","Former tenant Polatomic went ch. 7 bankruptcy in November 2024. QG Geophysics is the buyer of their assets and wants to do a short term lease in the space as they decide what their future is. They are a brand new company that is repurposing the existing radar detection equipment used by Polatomic in a commercial usage - mainly by using the equipment for aerial surveying and detection of oil on private property.",175
116363,1667,"xpa1peae",4234,"t0000534",1,"Activated",1,"Renewal",3,"A       ",2985,14000,36,"2025-02-01 00:00:00","2028-01-31 00:00:00","01/31/2025 00:00:00","FP Lease Renewal","",200
116365,1658,"xtn225bo",28338,"t0001006",1,"Activated",4,"Termination",1,,,33340,0,"2024-12-12 00:00:00","2024-12-12 00:00:00","01/27/2025 00:00:00","Termination Amd","",0
116369,7715,"3ca00001",71883,"t0001434",1,"Activated",1,"Renewal",2,615     ,61532,12607,2,"2025-04-01 00:00:00","2025-05-31 00:00:00",,"Third Amendment","This is a two month extension to make the lease co-terminus with suite 605. When these leases expire on May 31, 2025, we will begin our demolition project to consolidate the two suites into one. The tenant, SHLA, is only using the space for dead storage right now. They have made it clear that they would leave if they were brought up to market. We are giving the tenant the below market extension to collect an extra $45k over the next two months. We do not want to risk the complete loss of revenue for the 2 months by trying to get another roughly 10k from the tenant.",150
40130,3737,"3oh00001",18179,"t0000934",1,"Activated",1,"Renewal",1,2098    ,14793,39200,24,"2023-07-01 00:00:00","2025-06-30 00:00:00","05/02/2023 00:00:00","Addendum 10","Created by exercising a Renewal Option",0
40131,3737,"3oh00001",18156,"t0000930",1,"Activated",1,"Renewal",1,2080    ,14792,40800,24,"2023-07-01 00:00:00","2025-06-30 00:00:00","05/02/2023 00:00:00","Addendum 5","",100
40132,4076,"3nj00005",33474,"t0001038",1,"Activated",0,"Original Lease",0,1425    ,16719,47268,120,"2023-07-01 00:00:00","2033-06-30 00:00:00","06/21/2023 00:00:00","Original Lease","",200
40232,3836,"3tx00002",19626,"t0000945",1,"Activated",4,"Termination",1,,,4320,0,"2023-06-12 00:00:00","2023-06-12 00:00:00",,"Termination Agreement","",0
40246,1641,"xgamc220",4125,"t0000502",2,"Superseded",5,"Holdover",1,4220    ,2953,36352,0,"2023-07-01 00:00:00","2023-06-30 00:00:00",,"Holdover","HoldOver at previous rate, per AM",100
40247,1642,"xgamc255",4126,"t0000503",2,"Superseded",5,"Holdover",1,4255    ,2954,45376,61,"2023-07-01 00:00:00","2028-07-31 00:00:00",,"HoldOver","HoldOver at previous rate, per AM",100
40248,1643,"xgamc260",4127,"t0000504",2,"Superseded",5,"Holdover",1,4260    ,2955,16704,0,"2023-07-01 00:00:00","2023-06-30 00:00:00",,"HoldOver","",100
38203,3741,"3il00002",17746,"t0000914",1,"Activated",4,"Termination",1,,,9000,0,"2023-08-31 00:00:00","2023-08-31 00:00:00","05/30/2023 00:00:00","Termination Agreement","",0
38236,3622,"xtx1050k",13718,"t0000826",1,"Activated",1,"Renewal",2,10519   ,10163,7490,36,"2023-06-01 00:00:00","2026-05-31 00:00:00","06/02/2023 00:00:00","FP Lease","",175
38267,5084,"3fl00007",32107,"t0001028",2,"Superseded",0,"Original Lease",0,4570    ,27193,39515,13,"2023-06-05 00:00:00","2024-06-30 00:00:00","06/05/2023 00:00:00","Original Lease","150% holdover after initial 30 days",175
38543,5084,"3fl00007",32215,"t0001029",1,"Activated",0,"Original Lease",0,"BB      ",27284,0,120,"2019-08-23 00:00:00","2029-08-22 00:00:00","02/15/2000 00:00:00","Third Extension","",0
38544,1756,"xpa12111",4913,"t0000601",2,"Superseded",1,"Renewal",1,1211    ,3508,106045,60,"2023-11-06 00:00:00","2028-11-05 00:00:00",,"Initial Extended Term","Created by exercising a Renewal Option",150
115984,3636,"xfl3333c",28908,"t0001015",1,"Activated",4,"Termination",1,,,39000,0,"2024-06-18 00:00:00","2024-06-18 00:00:00",,,,0
115985,3729,"xga3100j",17480,"t0000867",1,"Activated",4,"Termination",1,,,40500,0,"2022-10-31 00:00:00","2022-10-31 00:00:00",,,,0
115986,1659,"xil1601 ",4194,"t0000520",1,"Activated",4,"Termination",1,,,35791,0,"2024-02-29 00:00:00","2024-02-29 00:00:00",,,,0
115987,1659,"xil1601 ",4195,"t0000521",1,"Activated",4,"Termination",1,,,27809,0,"2024-02-29 00:00:00","2024-02-29 00:00:00",,,,0
115988,1754,"xgadors ",4717,"t0000584",1,"Activated",4,"Termination",1,,,12234,0,"2024-02-13 00:00:00","2024-02-13 00:00:00",,,,0
115989,1754,"xgadors ",4718,"t0000585",1,"Activated",4,"Termination",1,,,12098,0,"2024-02-13 00:00:00","2024-02-13 00:00:00",,,,0
115990,1754,"xgadors ",4716,"t0000583",1,"Activated",4,"Termination",2,,,20500,0,"2024-02-13 00:00:00","2024-02-13 00:00:00",,,,0
115991,1754,"xgadors ",4744,"t0000590",1,"Activated",4,"Termination",2,,,10979,0,"2024-02-13 00:00:00","2024-02-13 00:00:00",,,,0
115992,1754,"xgadors ",4719,"t0000586",1,"Activated",4,"Termination",4,,,76625,0,"2024-02-13 00:00:00","2024-02-13 00:00:00",,,,0
115590,7739,"3fl00020",73324,"t0001459",1,"Activated",0,"Original Lease",0,100     ,62619,10400,43,"2025-03-24 00:00:00","2028-09-30 00:00:00","06/01/2018 00:00:00","First Amendment","Commencement Date: 06/01/2013
Expiration Date: 09/30/2028

Prepaid Rent: Upon execution, Tenant to pay Landlord, 1st month rent and last month rent excluding sales tax. (1st Amendment, Pg. 1-2; Lease, Sec. 2, Pg. 5)

Rent Abatement: Rent to be abated for the Period form 06/01/2013 to 09/30/2013. (Lease, Sec. 4, Pg. 6)

Sales Tax: Tenant shall also pay any applicable sales taxes at the same time. (Lease, Sec. 4, Pg. 6, Sec. 56, Pg. 24)

Note: 1. Per Lease, Document date is only Year (2013) are available, we have abstracted the Commencement date as Document date (ie. 06/01/2013)
2. Exhibit B and Exhibit C referred in the Lease are missing. 
3. Lease Term to expire on 09/30/2023 with 1-5 years renewal option. As per Client's feedback, ""Seller is unable to provide the missing documents. Please abstract the remaining leases without these documents"". So, we have assumed that the option is exercised and abstracted the expiration date as 09/30/2028.
4. The term is set for 64 months starting from 06/01/2013. According to Sec. 4, rent was specified for months 54 to 65. However, we have adjusted the rent end date to align with the term of 64 months.
5. Tenant to pay Landlord, Sales tax on Base Rent, whereas Sales tax % is not available in the Lease. Hence we have assumed and abstracted 7% as per web search.
",150
115591,7739,"3fl00020",73340,"t0001460",1,"Activated",0,"Original Lease",0,300     ,62620,3714,14,"2025-03-24 00:00:00","2026-04-30 00:00:00","03/21/2023 00:00:00","First Amendment","Commencement Date: 04/01/2013
Expiration Date: 04/30/2026

Note: 1. Per Lease, Document date is only Year (2013) are available, Hence, we have abstracted the Document date as effective date (ie. 02/13/2013)
2. Tenancy gap exists from 05/01/2018 to 04/30/2023. As per Client's feedback, we have flatlined the same.
",0
115593,3651,"3fl00003",17479,"t0000866",1,"Activated",1,"Renewal",4,3330    ,12828,32846,6,"2025-07-01 00:00:00","2025-12-31 00:00:00","02/20/2025 00:00:00","Second Amendment","6 Month Extension with 3 month Option",150
116005,4176,"3tx00009",23323,"t0000972",1,"Activated",4,"Termination",1,,,40000,0,"2025-01-30 00:00:00","2025-01-30 00:00:00",,,,0
116006,4176,"3tx00009",23324,"t0000973",1,"Activated",4,"Termination",1,,,11360,0,"2025-01-30 00:00:00","2025-01-30 00:00:00",,,,0
116007,6569,"3tn00009",54250,"t0001278",1,"Activated",4,"Termination",1,,,68500,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116008,6569,"3tn00009",54251,"t0001279",1,"Activated",4,"Termination",1,,,26500,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116009,6567,"3tn00008",54289,"t0001280",1,"Activated",4,"Termination",1,,,6970,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116010,6567,"3tn00008",54308,"t0001289",1,"Activated",4,"Termination",1,,,9960,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116011,6567,"3tn00008",54506,"t0001302",1,"Activated",4,"Termination",2,,,10400,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116012,6567,"3tn00008",54508,"t0001304",1,"Activated",4,"Termination",1,,,8250,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116013,6567,"3tn00008",54510,"t0001306",1,"Activated",4,"Termination",1,,,7400,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116014,6567,"3tn00008",54511,"t0001307",1,"Activated",4,"Termination",1,,,15984,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
116015,6567,"3tn00008",54526,"t0001316",1,"Activated",4,"Termination",1,,,14190,0,"2024-12-26 00:00:00","2024-12-26 00:00:00",,,,0
37936,3641,"xpa3041m",17597,"t0000878",1,"Activated",4,"Termination",3,,,8000,0,"2023-07-31 00:00:00","2023-07-31 00:00:00","05/26/2023 00:00:00","Termination ","",0
37937,3641,"xpa3041m",17611,"t0000883",1,"Activated",4,"Termination",2,,,9640,0,"2023-06-30 00:00:00","2023-06-30 00:00:00","05/26/2023 00:00:00","Termination Agreement","",0
37941,3630,"3pa00001",14882,"t0000847",2,"Superseded",1,"Renewal",1,100     ,12601,29620,12,"2024-01-01 00:00:00","2024-12-31 00:00:00","05/26/2023 00:00:00","First Amendment","Created by exercising a Renewal Option",150
47179,913,"gacre100",38067,"t0001085",1,"Activated",0,"Original Lease",0,550     ,442,1939,64,"2024-02-01 00:00:00","2029-05-31 00:00:00",,"","",150
47182,4174,"3tx00007",24011,"t0000977",1,"Activated",1,"Renewal",2,1460    ,20990,121068,36,"2023-10-01 00:00:00","2026-09-30 00:00:00","09/26/2023 00:00:00","First Amendment","",150
47183,5460,"3nc00004",38078,"t0001088",1,"Activated",0,"Original Lease",0,"C       //D       ","32748//32749",120000,49,"2023-09-07 00:00:00","2027-09-30 00:00:00","07/25/2013 00:00:00","Fourth Amendment","",150
47186,5457,"3nc00002",38079,"t0001089",1,"Activated",0,"Original Lease",0,4112    ,32750,45750,25,"2023-09-07 00:00:00","2025-09-30 00:00:00","06/13/2022 00:00:00","Original Lease","",200
47188,5459,"3nc00003",38080,"t0001090",1,"Activated",0,"Original Lease",0,"B       //A       ","44900//32751",67200,60,"2023-09-07 00:00:00","2028-08-31 00:00:00","03/08/2018 00:00:00","Original Lease","Hold-Over: 180 days notice provide by Tenant prior to expiration for such Holdover, 125% for first 90 days and 200% thereafter",125
47189,4174,"3tx00007",24011,"t0000977",2,"Superseded",5,"Holdover",1,1460    ,20990,121068,0,"2023-10-01 00:00:00","2023-09-30 00:00:00",,"HoldOver","",150
47190,1877,"xnj19nev",5478,"t0000628",2,"Superseded",1,"Renewal",1,"02      //03      ","3874//3875",50591,12,"2024-01-01 00:00:00","2024-12-31 00:00:00","08/07/2023 00:00:00","Second Amendment","",200
44593,3634,"3ga00001",15532,"t0000855",2,"Superseded",1,"Renewal",3,"A       ",12599,18337,4,"2023-09-15 00:00:00","2023-12-31 00:00:00","07/31/2023 00:00:00","Third Amendment","",150
44594,1681,"xga4225 ",4354,"t0000572",2,"Superseded",1,"Renewal",4,"108-109 ",3016,4630,1,"2023-09-01 00:00:00","2023-09-30 00:00:00","08/01/2023 00:00:00","Third Amendment","",150
44601,3545,"xil231ja",36272,"t0001050",1,"Activated",0,"Original Lease",0,233     ,9149,2139,37,"2023-08-02 00:00:00","2026-08-31 00:00:00","07/31/2023 00:00:00","Original Lease","",200
50688,5715,"3nj00014",40253,"t0001136",1,"Activated",0,"Original Lease",0,"J       ",34622,15000,64,"2023-10-10 00:00:00","2029-01-31 00:00:00",,"Original Lease","",0
50689,5710,"3nj00010",40254,"t0001137",1,"Activated",0,"Original Lease",0,"C       ",34623,14684,38,"2023-10-10 00:00:00","2026-11-30 00:00:00","04/14/2021 00:00:00","Second Amendment","",150
50690,5715,"3nj00014",40255,"t0001138",1,"Activated",0,"Original Lease",0,"DEFN    ",34624,30000,62,"2023-10-10 00:00:00","2028-11-30 00:00:00","03/03/2023 00:00:00","Fifth Amendment","",150
50691,5716,"3nj00015",40256,"t0001139",1,"Activated",0,"Original Lease",0,"ABC     ",34625,19740,62,"2023-10-10 00:00:00","2028-11-30 00:00:00","03/03/2023 00:00:00","Fifth Amendment","",150
50692,5712,"3nj00012",40257,"t0001140",2,"Superseded",0,"Original Lease",0,"3-DEF   ",34627,21000,10,"2023-10-10 00:00:00","2024-07-31 00:00:00","05/03/2019 00:00:00","First Amendment","",150
50746,1383,"xohmost ",36913,"t0001072",1,"Activated",0,"Original Lease",1,"PARK    ",31739,0,36,"2023-11-01 00:00:00","2026-10-31 00:00:00","10/27/2023 00:00:00","Original Lease","TENANT INFORMATION CHART: 
Tenant Legal Name:	 Byers Car Rentals LLC
State of Incorporation:	Ohio 
Legal Structure (i.e. Corp, LLC):	LLC 
Federal Tax ID:	31-4139860 
Main Contact/Title:	Josh Pierre / General Manager 
Main Contact Phone:	614-554-5971 
Main Contact Email:	jpierre@hertzcmh.com 

Notice Address:	4185 E. 5th Ave Columbus Ohio 43219 
 
•	10/1/23 start - Agreed 
•	Early access upon lease execution - Agreed 
•	$3,500/mo gross rent for year 1, $3,675/mo gross for year 2, and $3,858/mo gross for year 3.
•	36 month term - Agreed 
•	Option to renew for 36 months - Agreed at FMV
•	Tenant to have option to install fence if desired at any point during lease or renewal period - Agreed 
•	Lot maintenance and repairs on tenant. We can add further detail in lease. Lot is brand new as of July 2023 and hasn’t been used.
•	5% annual bumps 
•	2 month security deposit - Agreed",150
50856,2723,"xfl11660",6269,"t0000670",2,"Superseded",1,"Renewal",3,11660   ,4683,65806,12,"2024-03-01 00:00:00","2025-02-28 00:00:00","10/27/2023 00:00:00","Renewal Option 3","",0
50897,5715,"3nj00014",39515,"t0001125",2,"Superseded",1,"Renewal",1,"M       ",33962,7500,61,"2023-11-01 00:00:00","2028-11-30 00:00:00","03/31/2023 00:00:00","Second Amendment","",150
50908,5717,"3nj00016",40381,"t0001141",1,"Activated",0,"Original Lease",0,59      ,34735,60000,39,"2023-10-10 00:00:00","2026-12-31 00:00:00","11/10/2014 00:00:00","Ninth Amendment","",125
50909,5711,"3nj00011",40383,"t0001142",1,"Activated",0,"Original Lease",0,2       ,34542,39170,39,"2023-10-10 00:00:00","2026-12-31 00:00:00","11/10/2014 00:00:00","Ninth Amendment","",125
48917,5731,"3nj00018",39181,"t0001114",1,"Activated",0,"Original Lease",0,"B       //C       ","33698//33702",39800,105,"2023-10-10 00:00:00","2032-06-30 00:00:00","06/28/2023 00:00:00","Third Amendment","",200
48971,5731,"3nj00018",39230,"t0001115",1,"Activated",0,"Original Lease",0,"D       ",33733,23256,76,"2023-10-10 00:00:00","2030-01-31 00:00:00","03/31/2021 00:00:00","Original Lease","",150
50418,5712,"3nj00012",40101,"t0001128",2,"Superseded",0,"Original Lease",0,"B       ",34494,9500,39,"2023-10-10 00:00:00","2026-12-31 00:00:00","12/31/2021 00:00:00","Original Lease","",150
50471,5715,"3nj00014",40126,"t0001129",1,"Activated",0,"Original Lease",0,"H       ",33931,7200,24,"2023-10-10 00:00:00","2025-09-30 00:00:00","06/01/2020 00:00:00","Original Lease","",150
50504,5712,"3nj00012",40140,"t0001130",1,"Activated",0,"Original Lease",0,"C       ",34520,4500,31,"2023-10-10 00:00:00","2026-04-30 00:00:00","02/23/2021 00:00:00","Original Lease","",0
49292,5731,"3nj00018",39421,"t0001117",1,"Activated",0,"Original Lease",0,"E       ",33917,23040,43,"2023-10-10 00:00:00","2027-04-30 00:00:00","10/13/2021 00:00:00","Assignment of Lease Ag","",200
49349,5731,"3nj00018",39453,"t0001118",1,"Activated",0,"Original Lease",0,"CABLE   ",33918,0,29,"2023-10-10 00:00:00","2026-02-28 00:00:00","05/14/2007 00:00:00","Building Access Ag","",0
49351,5731,"3nj00018",39455,"t0001119",1,"Activated",0,"Original Lease",0,"F       ",33920,0,56,"2023-10-10 00:00:00","2028-05-31 00:00:00","07/11/2022 00:00:00","Site Agreement","",0
49376,5715,"3nj00014",39472,"t0001120",2,"Superseded",0,"Original Lease",0,"G       ",33932,10000,3,"2023-10-10 00:00:00","2023-12-31 00:00:00","08/28/2018 00:00:00","Fifth Amendment","",200
49377,5715,"3nj00014",39473,"t0001121",2,"Superseded",0,"Original Lease",0,"A       ",33933,5000,4,"2023-10-10 00:00:00","2024-01-31 00:00:00","05/11/2018 00:00:00","First Amendment","",150
49402,5715,"3nj00014",39488,"t0001122",1,"Activated",0,"Original Lease",0,"C       ",33944,5000,71,"2023-10-10 00:00:00","2029-08-31 00:00:00","02/26/2019 00:00:00","Original Lease","",150
49449,5714,"3nj00013",39514,"t0001124",1,"Activated",0,"Original Lease",0,"BC      ",33961,17500,67,"2023-10-10 00:00:00","2029-05-30 00:00:00","01/20/2021 00:00:00","Original Lease","",0
49450,5715,"3nj00014",39515,"t0001125",2,"Superseded",0,"Original Lease",0,"M       ",33962,7500,1,"2023-10-10 00:00:00","2023-10-31 00:00:00","03/31/2023 00:00:00","First Amendment","",150
55510,4116,"3ga00004",19749,"t0000955",1,"Activated",4,"Termination",1,,,27200,0,"2023-09-30 00:00:00","2023-09-30 00:00:00",,"Lease End","Natural Lease expiration. ",0
55513,3741,"3il00002",17747,"t0000915",1,"Activated",4,"Termination",1,,,13000,0,"2023-09-30 00:00:00","2023-09-30 00:00:00",,"Lease End","Combining units.",0
55815,1787,"xnj220r ",5463,"t0000616",1,"Activated",4,"Termination",1,,,23545,0,"2023-10-26 00:00:00","2023-10-26 00:00:00",,"Lease End","",0
55816,3623,"xga3471a",12863,"t0000796",1,"Activated",1,"Renewal",2,3471    ,10623,36072,24,"2024-06-01 00:00:00","2026-05-31 00:00:00","11/27/2023 00:00:00","Renewal per Option","Created by exercising a Renewal Option",150
55624,3622,"xtx1050k",13602,"t0000822",1,"Activated",1,"Renewal",3,10507   ,10158,5036,68,"2024-02-01 00:00:00","2029-09-30 00:00:00","11/30/2023 00:00:00","FP Lease","",200
55767,1681,"xga4225 ",4354,"t0000572",1,"Activated",4,"Termination",5,,,4630,0,"2023-09-30 00:00:00","2023-09-30 00:00:00",,"Lease End","",0
57535,1667,"xpa1peae",4235,"t0000535",1,"Activated",9,"Assignment",2,,,0,0,"2023-10-13 00:00:00",,,"From Penn Detroit Diesel Allison, LLC (NES)",,0
57540,3633,"3md00001",14865,"t0000839",1,"Activated",4,"Termination",2,,,4510,0,"2023-11-30 00:00:00","2023-11-30 00:00:00","10/31/2023 00:00:00","Termination Agreement","",0
57546,4077,"3nj00004",19857,"t0000957",1,"Activated",4,"Termination",5,,,11307,0,"2023-07-05 00:00:00","2023-07-05 00:00:00","07/05/2023 00:00:00","Termination ","",0
52929,1664,"xil1terr",4176,"t0000511",1,"Activated",2,"Expansion",2,"A       //B       //C       ","2963//2964//2965",52403,60,"2025-01-01 00:00:00","2029-12-31 00:00:00","09/01/2023 00:00:00","Eighth Amendment","",150
52960,5712,"3nj00012",41636,"t0001144",1,"Activated",0,"Original Lease",0,"A       ",35671,6500,60,"2023-10-10 00:00:00","2028-09-30 00:00:00","10/01/2023 00:00:00","Original Lease","",200
53404,5788,"3oh00004",41968,"t0001146",1,"Activated",0,"Original Lease",0,400     ,36217,29900,110,"2023-10-31 00:00:00","2032-11-30 00:00:00","08/24/2022 00:00:00","Extension of Lease Ag","",125
53417,5788,"3oh00004",41967,"t0001145",2,"Superseded",0,"Original Lease",0,"100     //200     //300     ","36134//36135//36136",206000,121,"2023-10-31 00:00:00","2033-10-31 00:00:00","10/12/2023 00:00:00","Original Lease","Holdover per Lease Clause 6, ",150
53428,1786,"xoh382c ",4915,"t0000603",1,"Activated",1,"Renewal",2,382     ,3510,47848,60,"2024-05-01 00:00:00","2029-04-30 00:00:00",,"First Amendment","Landlord counter response 7/26/2023",125
50404,5714,"3nj00013",40094,"t0001126",1,"Activated",0,"Original Lease",0,"D       ",34484,12995,103,"2023-10-10 00:00:00","2032-04-30 00:00:00","01/13/2022 00:00:00","First Amendment","",150
50405,5714,"3nj00013",40095,"t0001127",1,"Activated",0,"Original Lease",0,"A       ",34485,6910,56,"2023-10-10 00:00:00","2028-05-31 00:00:00","12/30/2022 00:00:00","Third Amendment","",125
50534,5715,"3nj00014",40161,"t0001131",2,"Superseded",0,"Original Lease",0,"B       ",34541,5000,7,"2023-10-10 00:00:00","2024-04-30 00:00:00","03/21/2019 00:00:00","Third Amendment","",200
50535,5716,"3nj00015",40162,"t0001132",2,"Superseded",0,"Original Lease",0,"E       //F       //D       ","34547//34548//34549",24550,2,"2023-10-10 00:00:00","2023-11-30 00:00:00","09/12/2013 00:00:00","Fifth Amendment","",150
76898,6592,"3fl00015",55448,"t0001318",1,"Activated",0,"Original Lease",0,1       ,47780,129665,51,"2024-08-15 00:00:00","2028-10-31 00:00:00","02/12/2018 00:00:00","Original Lease","Commencement Date: 5/1/2018
Expiration Date: 10/31/2028",0
76899,6581,"3fl00012",55449,"t0001319",1,"Activated",0,"Original Lease",0,600     ,47781,60055,29,"2024-08-15 00:00:00","2026-12-31 00:00:00","05/23/2023 00:00:00","Eighth Amendment","Commencement Date: 01/01/2024
Expiration Date: 12/31/2026 ",150
50677,5710,"3nj00010",40171,"t0001135",1,"Activated",0,"Original Lease",0,"A       //B       ","34556//34618",32895,80,"2023-10-10 00:00:00","2030-05-31 00:00:00","12/20/2022 00:00:00","First Amendment","",150
50678,1387,"xnj3001i",1400,"t0000459",1,"Activated",2,"Expansion",2,"C       //E       ","538//539",37838,120,"2023-11-01 00:00:00","2033-10-31 00:00:00","10/16/2023 00:00:00","FP Lease","",0
48667,5729,"3nj00017",39015,"t0001110",1,"Activated",0,"Original Lease",0,16      ,33546,108103,108,"2023-10-10 00:00:00","2032-09-30 00:00:00","12/22/2021 00:00:00","Original Lease","",150
48800,2994,"xnj9100p",7699,"t0000714",1,"Activated",1,"Renewal",2,9100    ,5742,47256,60,"2024-05-01 00:00:00","2029-04-30 00:00:00",,"Tenant Exercised Renewal Option","",150
48801,5733,"3nj00019",39127,"t0001111",1,"Activated",0,"Original Lease",0,"70E     //70      ","37914//33638",79200,90,"2023-10-10 00:00:00","2031-03-31 00:00:00","06/16/2020 00:00:00","8th Amendment","",200
48807,5733,"3nj00019",39132,"t0001112",1,"Activated",0,"Original Lease",0,"82B     //90      ","33641//33642",63261,123,"2023-10-10 00:00:00","2033-12-31 00:00:00","03/30/2023 00:00:00","Original Lease","",150
48871,5733,"3nj00019",39172,"t0001113",1,"Activated",0,"Original Lease",0,"70-A02  ",33678,27539,72,"2023-10-10 00:00:00","2029-09-30 00:00:00","08/18/2021 00:00:00","First Amendment","",200
53460,5716,"3nj00015",40162,"t0001132",1,"Activated",1,"Renewal",1,"E       //F       //D       ","34547//34548//34549",24550,84,"2023-12-01 00:00:00","2030-11-30 00:00:00","11/01/2021 00:00:00","Sixth Amendment","",150
53594,1879,"xnj145al",5468,"t0000620",1,"Activated",4,"Termination",1,,,7526,0,"2024-03-31 00:00:00","2024-03-31 00:00:00","06/30/2023 00:00:00","Termination Agreement","Created by exercising a Termination Option",0
53672,1378,"xtxwebbl",1276,"t0000432",2,"Superseded",5,"Holdover",1,7903    ,508,25355,0,"2023-12-01 00:00:00",,"10/16/2023 00:00:00","HoldOver","",150
