Lease Code,Customer Code,Customer Name,Tenant Name,Property Code,Property Address,State,SLB Flag,Lease Status
"t0000012","c0000565    ","Prime Prospects","Prime Prospects","ohkem002","1310-1330 Kemper Meadow Drive","OH",,"Past"
"t0000763","c0000566    ","Prince Minerals LLC","Prince Minerals LLC","txvic008","14000 Vickery Drive","TX","Yes","Current"
"t0000121","c0000567    ","Private Wealth Managment Inc.","Private Wealth Managment Inc.","tncha104","3725 Champion Hills","TN",,"Current"
"t0000488","c0000568    ","Pro Skills Baseball, LLC and JD Fast Pitch, LLC","Elysian One, Inc.","xnjmway5","5 Mary Way","NJ",,"Current"
"t0000381","c0000569    ","Productive Plastic Inc.","Productive Plastic Inc.","njwes103","103-05 West Park Drive","NJ",,"Current"
"t0000517","c0000570    ","Professional Parts Group, LLC","Professional Parts Group, LLC","xil305e ","305 E North Ave","IL",,"Past"
"t0000460","c0000571    ","Professional Reconstructive Orthopedics, Inc.","Professional Reconstructive Orthopedics, Inc.","xnj3001i","3001 Irwin Road","NJ",,"Past"
"t0000184","c0000572    ","Promotion Industries","Promotion Industries","gatid023","165 Tidwell Drive ","GA",,"Current"
"t0000510","c0000573    ","Proven Partners Manufacturing, LLC","Proven Partners Manufacturing, LLC","xil1111 ","1111 Bowes Rd","IL",,"Current"
"t0000685","c0000574    ","Pulseworks LLC","Pulseworks LLC","xga4600f","4600 & 4630 Frederick Drive ","GA",,"Current"
"t0000092","c0000575    ","Pyramid Food Sales","Pyramid Food Sales","tnwl7005","5146 E Raines Rd","TN",,"Current"
"t0001168","c0000576    ","City of Charlotte","City of Charlotte	","3nc00007","12210 Vance Davis","NC",,"Current"
"t0000668","c0000577    ","Quad Graphics","Quad/Graphics Marketing, LLC","xfl3900w","3900 West Coachman Avenue  ","FL",,"Current"
"t0000689","c0000577    ","Quad Graphics","QG Printing II LLC","xfl4646g","4646 South Grady Avenue","FL",,"Current"
"t0000859","c0000578    ","Quality Elevator Products Acquisitions, Inc.","Quality Elevator Products Acquisitions, Inc.","xil7760m","7760 North Merrimac Avenue","IL","Yes","Current"
"t0000089","c0000579    ","Quality Incentive Company","Quality Incentive Company","tnwl5004","3960 Willow Lake Blvd","TN",,"Current"
"t0000667","c0000580    ","Qualtek Wireline LLC","Qualtek Wireline LLC","xtx8154b","8154 Bracken Creek Drive","TX",,"Past"
"t0000965","c0000581    ","Quantix SCS, LLC","Quantix SCS, LLC","xga4601 ","4601 Welcome All Road","GA",,"Current"
"t0000053","c0000582    ","Qwest Air Parts, Inc.","Qwest Air Parts, Inc.","tntri10 ","4400 Delp Street","TN",,"Current"
"t0000900","c0000583    ","R.P. Acquisition Corporation","R.P. Acquisition Corporation","3tn00005","3262-3268 Democrat Road","TN",,"Current"
"t0000947","c0000584    ","RainerMed LLC","RainerMed LLC","3tx00002","1801 South Great Southwest Parkway","TX","Yes","Past"
"t0000781","c0000585    ","Raymond of New Jersey LLC","Raymond of New Jersey LLC","3nj00001","1000 Brighton Street ","NJ",,"Current"
"t0000627","c0000586    ","RD Foods America, Inc.","RD Foods America, Inc.","xnj19nev","19-05 Nevins Road","NJ",,"Current"
"t0000756","c0000587    ","Red Dot Corporation","Red Dot Corporation","xtn3961o","3961 Outland Drive","TN","Yes","Past"
"t0000395","c0000588    ","Residential Enhancements, LLC","Residential Enhancements, LLC","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000264","c0000589    ","Rexel USA, Inc (Gexpro)","Rexel USA, Inc (Gexpro)","njrun150","150 E Ninth Avenue","NJ",,"Current"
"t0000923","c0000590    ","Ribbons Express, Inc.","Ribbons Express, Inc.","xnj1980o","1980 Old Cuthbert Road","NJ","Yes","Current"
"t0000688","c0000591    ","Rite Rug Co.","Rite Rug Co.","xohmost ","12080 Mosteller","OH",,"Current"
"t0000478","c0000592    ","River Horse, DC, LLC","River Horse, DC, LLC","tntri4  ","4280-4290 Concorde Road","TN",,"Current"
"t0000662","c0000593    ","Robert Bosch Automotive Steering LLC","Robert Bosch Automotive Steering LLC","xky4175a","4175 Aero ParkWay","KY",,"Current"
"t0000622","c0000594    ","Robmar Realty Associates","Robmar Realty Associates","xnj156al","156 Algonquin Parkway","NJ",,"Past"
"t0000321","c0000595    ","Rod Lovelace","Rod Lovelace","tnpop107","6263 Poplar","TN",,"Current"
"t0000867","c0000596    ","Romanoff Floor Covering, Inc.","Romanoff Floor Covering, Inc.","xga3100j","3100 Jonquil Drive","GA","Yes","Past"
"t0000687","c0000597    ","Rory Walker","Rory Walker","xga4600f","4600 & 4630 Frederick Drive ","GA",,"Past"
"t0000173","c0000598    ","Rosen Materials LLC","Rosen Materials LLC","gagra015","1845 Grassland Parkway","GA",,"Current"
"t0000909","c0000599    ","Royal Packaging","Royal Packaging","3nj00003","26 Hanes Drive","NJ",,"Past"
"t0000903","c0000600    ","RoyalUSA Distribution Inc.","RoyalUSA Distribution Inc.","3oh00001","2098 Integrity Drive N","OH",,"Past"
"t0000165","c0000601    ","RPM Truck Parts LLC","RPM Truck Parts LLC","gable014","137 Bledsoe Rd","GA","Yes","Current"
"t0000516","c0000602    ","RS Hughes Company, Inc.","RS Hughes Company, Inc. ","xil305e ","305 E North Ave","IL",,"Current"
"t0000770","c0000603    ","S Shops LLC","Serious Shops LLC","xnjcentr","7055 Central highway","NJ","Yes","Past"
"t0000893","c0000604    ","Sage GSE Services, LLC","Sage GSE Services, LLC","3tn00003","3276 Democrat Road","TN",,"Current"
"t0000348","c0000605    ","Sahni's Enterprises","Sahni's Enterprises","garon030","2210 Ronald Reagan Boulevard","GA","Yes","Current"
"t0000330","c0000606    ","Saig Company of Tennessee, Inc.","Saig Company of Tennessee, Inc.","tnpop107","6263 Poplar","TN",,"Current"
"t0000651","c0000607    ","Samarkand Store, Inc","Samarkand Store, Inc","ohwar004","420 Wards Corner Rd","OH",,"Current"
"t0000043","c0000608    ","Sams Appliance Recycling, LLC","Sams Appliance Recycling, LLC","ohkem002","1310-1330 Kemper Meadow Drive","OH",,"Past"
"t0000570","c0000609    ","Sau Ting Cheng","Sau Ting Cheng","xga4225 ","4225 Phil Niekro Parkway","GA",,"Past"
"t0000258","c0000610    ","Schoolseed Foundation successor in interest to Memphis City Schools Foundation","Schoolseed Foundation successor in interest to Memphis City Schools Foundation","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000416","c0000611    ","Sea Air Freight Express Inc","Sea Air Freight Express Inc","gacom33 ","1235 Commerce Rd","GA",,"Current"
"t0000215","c0000612    ","Seahorse Technologies, Inc","Seahorse Technologies, Inc","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000802","c0000613    ","Sealant Engineering","Sealant Engineering","xil231ja","231 James Street ","IL",,"Past"
"t0000632","c0000614    ","Securitas Electronic Supply, Inc.","Securitas Electronic Supply, Inc.","xnj17pol","17-01 Pollitt Drive","NJ",,"Current"
"t0000331","c0000615    ","Security National Mortgage Corporation","Security National Mortgage Corporation","tnpop107","6263 Poplar","TN",,"Current"
"t0000636","c0000616    ","Selective Enterprises Inc","Selective Enterprises Inc","xga5121b","5121 Buford Highway","GA",,"Current"
"t0000659","c0000617    ","Seminole Wire & Cable Co., Inc.","Seminole Wire & Cable Co., Inc.","xnj1601s","1601-1641 Sherman Avenue","NJ",,"Current"
"t0000631","c0000618    ","Semperit Industrial Products, Inc.","Semperit Industrial Products, Inc.","xnj17pol","17-01 Pollitt Drive","NJ",,"Past"
"t0000375","c0000619    ","Sentry Wiring Products, LLC","Sentry Wiring Products, LLC","ohwar005","422 Wards Corner","OH",,"Current"
"t0000776","c0000620    ","Serenity Restoration, LLC","Serenity Restoration, LLC","gasto038","4732 Stone Drive","GA",,"Current"
"t0000468","c0000621    ","Service Master","Service Master ","tntri9  ","4056 Homewood Road","TN",,"Current"
"t0000716","c0000622    ","Setzer's and Co. Inc.","Setzer's and Co. Inc. ","xfl7720p","7720 Philips Highway","FL",,"Current"
"t0000388","c0000623    ","Sharpest Vision Refractive Surgery, PC","Sharpest Vision Refractive Surgery, PC","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000193","c0000624    ","Sharstriji, LLC","Sharstriji, LLC","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000257","c0000625    ","Shay Matyja and Courtney Matyja","Shay Matyja and Courtney Matyja","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000199","c0000626    ","Shelby County Government on behalf of its","Shelby County Government on behalf of its ","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000553","c0000627    ","Shingle & Gibb Automation, LLC","Shingle & Gibb Automation, LLC","xnj845l ","845 Lancer Drive","NJ","Yes","Current"
"t0000170","c0000628    ","Shook & Fletcher Insulation Co.","Shook & Fletcher Insulation Co.","gasc2003","5079 Chatooga Dr","GA",,"Current"
"t0000585","c0000629    ","Si Chem LLC","Si Chem LLC","xgadors ","2009 Dorsey Road","GA",,"Current"
"t0000284","c0000630    ","Sielox, LLC","Sielox, LLC","njrun170","170 E Ninth Avenue","NJ",,"Current"
"t0000014","c0000631    ","Siemens Real Estate","Siemens Real Estate","ohkem002","1310-1330 Kemper Meadow Drive","OH",,"Current"
"t0000649","c0000632    ","Sigma Global, Inc.","Sigma Global, Inc.","xil770ar","770 Arthur Avenue","IL",,"Current"
"t0000765","c0000633    ","Sigma Marble & Granite-Florida, Inc.","Sigma Marble & Granite-Florida, Inc.","xfl420sw","420 S. Ware Boulevard ","FL",,"Past"
"t0000772","c0000634    ","Sixth City Distribution LLC","Sixth City Distribution","xohcolu2","3045 – 3065 Switzer Avenue","OH",,"Current"
"t0000138","c0000635    ","Slaughter Industrial Fabrication Company","Slaughter Industrial Fabrication Company","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000949","c0000636    ","SM Transmissions Inc","SM Transmissions Inc","3tx00002","1801 South Great Southwest Parkway","TX","Yes","Past"
"t0000221","c0000637    ","Smith Pump Company, Inc","Smith Pump Company, Inc","tx4se001","6810-6838 Bourgeois Rd.","TX",,"Current"
"t0000952","c0000638    ","Snap Tire, Inc.","Snap Tire, Inc.","xga1145b","1145 Battlecreek Road","GA","Yes","Current"
"t0000281","c0000639    ","Snyder's of Hanover","Snyder's of Hanover","njrun165","165 E Ninth Avenue","NJ",,"Current"
"t0000591","c0000640    ","Sofa and Mattress, Inc.","Sofa and Mattress, Inc.","padun003","7746 Dungan Road","PA",,"Past"
"t0000710","c0000641    ","SOHANI TRADERS INC","SOHANI TRADERS INC","xtx2616a","2616 Andjon Drive","TX",,"Current"
"t0000791","c0000642    ","Solstice Sleep Products, Inc.","Solstice Sleep Products, Inc. ","xtx1709s","1709 S interstate Hwy 45","TX",,"Current"
"t0000524","c0000643    ","Sorroeix, LLC","Sorroeix, LLC","xtn225bo","225 Bobrick Drive","TN",,"Past"
"t0000415","c0000644    ","Soul Circus Inc","Soul Circus Inc","gacom33 ","1235 Commerce Rd","GA",,"Current"
"t0000658","c0000645    ","South State, Inc.","South State, Inc.","xnj440be","440 Benigno Boulevard","NJ",,"Current"
"t0000064","c0000646    ","Southeastern Industrial Tire, LLC","Southeastern Industrial Tire, LLC","tntri9  ","4056 Homewood Road","TN",,"Current"
"t0000002","c0000647    ","Southern Champion Tray L.P.","Southern Champion Tray L.P.","ohhon001","7100 Dixie Hwy","OH",,"Current"
"t0000332","c0000648    ","Southern Masonry Company","Southern Masonry Company","tnpop107","6263 Poplar","TN",,"Current"
"t0000155","c0000649    ","Southern Pipe & Supply Company Inc","Southern Pipe & Supply Company Inc","gacn012 ","1390 Business Center Dr SW","GA",,"Current"
"t0000082","c0000650    ","Southern Wire, LLC","Southern Wire, LLC","tnmet016","8045 Metro Rd","TN","Yes","Current"
"t0000448","c0000651    ","Southwest ADI, LLC","Southwest ADI, LLC","xtndelp1","4290 Delp Street","TN",,"Past"
"t0000365","c0000652    ","Sparq1200, LLC","Sparq1200, LLC","txmil005","5101-5151 Milwee St.","TX",,"Current"
"t0000849","c0000653    ","Specialized Medical Response Team","Specialized Medical Response Team","3pa00001","9 S. Forrest Avenue","PA",,"Past"
"t0000074","c0000654    ","Specialty Feeds, Inc.","Specialty Feeds, Inc.","tnb12011","1950-1980 Latham (12)","TN",,"Past"
"t0000194","c0000655    ","Speedy Sales & Services, LLC","Speedy Sales & Services, LLC","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000166","c0000656    ","Sportzone Inc","Sportzone Inc","gable014","137 Bledsoe Rd","GA","Yes","Current"
"t0000333","c0000657    ","Spruill Global Funding LLC","Spruill Global Funding LLC","tnpop107","6263 Poplar","TN",,"Current"
"t0000190","c0000658    ","SSG, Inc.","SSG, Inc.","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000962","c0000659    ","SSM Industries, LLC","SSM Industries, LLC","3nj00005","1425 Grandview Avenue","NJ","Yes","Past"
"t0000394","c0000660    ","Staffing One, Inc","Staffing One, Inc","gacre100","100 Crescent Center Pkwy","GA",,"Past"
"t0000953","c0000661    ","Star Moving and Storage Company","Star Moving and Storage Company","3oh00002","2701 Bobmeyer Road","OH","Yes","Current"
"t0000743","c0000662    ","Stat Medical Disposal Inc.","Stat Medical Disposal Inc. ","xfl420sw","420 S. Ware Boulevard ","FL",,"Past"
"t0000081","c0000663    ","Sterno Products, LLC","Sterno Products, LLC","tndan007","761 Danny Thomas","TN",,"Current"
"t0000828","c0000664    ","Steven Schneider","Steven Schneider					","xtx1050k","10501 King William Drive","TX",,"Past"
"t0000168","c0000665    ","Stirling Promotions","Stirling Promotions","gable014","137 Bledsoe Rd","GA",,"Current"
"t0000449","c0000666    ","Storopack, Inc.","Storopack, Inc.","xtndelp1","4290 Delp Street","TN",,"Current"
"t0000334","c0000667    ","Stragistics Technology Inc.","Stragistics Technology Inc.","tnpop107","6263 Poplar","TN",,"Current"
"t0000123","c0000668    ","Streamline Enterprises LLC","Streamline Enterprises LLC","tncha104","3725 Champion Hills","TN",,"Current"
"t0000768","c0000669    ","StruXure Outdoor, LLC","StruXure Outdoor, LLC","xga265c ","265 Castleberry Industrial Drive","GA",,"Current"
"t0000282","c0000670    ","Stryker Orthopaedics","Stryker Orthopaedics","njrun165","165 E Ninth Avenue","NJ",,"Current"
"t0000558","c0000671    ","Studio 9Eight","Studio 9Eight","xnj440be","440 Benigno Boulevard","NJ",,"Current"
"t0000669","c0000672    ","STYLEX, INC","STYLEX, INC","xnj740co","740 Coopertown Road ","NJ","Yes","Current"
"t0000526","c0000673    ","Sugaright, LLC","Sugaright, LLC","xtxmorto","4000 Dan Morton Dr","TX",,"Current"
"t0000290","c0000674    ","Summit Drilling Company, Inc","Summit Drilling Company, Inc","njrun190","190 E Ninth Avenue","NJ",,"Current"
"t0000907","c0000675    ","Sun Badger Solar LLC","Sun Badger Solar LLC","xil222ja","222 James Street","IL",,"Past"
"t0000512","c0000676    ","Sunrun Inc.","Sunrun Inc.","xil1terr","1 Territorial Court","IL",,"Current"
"t0000461","c0000677    ","Sunshine Solar","Sunshine Solar","gasto009","7217 Daniel Dr","GA",,"Current"
"t0000686","c0000678    ","Superior Supply Chain Management Inc","Superior Supply Chain Management Inc","xga4600f","4600 & 4630 Frederick Drive ","GA",,"Current"
"t0000889","c0000679    ","Surfaces Construction Group, LLC","Surfaces Construction","xohcolu2","3045 – 3065 Switzer Avenue","OH",,"Current"
"t0000243","c0000679    ","Surfaces Construction Group, LLC","Syncro Design Works LLC","gamou028","850 Mountain Industrial Drive","GA",,"Current"
"t0000128","c0000681    ","Sysco Guest Supply LLC","Sysco Guest Supply LLC","tncha104","3725 Champion Hills","TN",,"Current"
"t0000698","c0000682    ","TAJA LLC dba East Dallas Diesel","TAJA LLC dba East Dallas Diesel ","xtx12150","12150 Shiloh Road ","TX",,"Current"
"t0000229","c0000683    ","TB Auctions","TB Auctions","gahaz013","8306 Hazelbrand Rd NE","GA",,"Past"
"t0000276","c0000684    ","TeamHealth","TeamHealth","njrun160","160 E Ninth Avenue","NJ",,"Past"
"t0000295","c0000685    ","TechnologyLab, LLC","TechnologyLab, LLC","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000296","c0000686    ","Ted I. Jones and Samuel J. Garrett","Ted I. Jones and Samuel J. Garrett","tnuni106","2670 Union Ave. Extended","TN",,"Current"
"t0000912","c0000687    ","Teijin Aramid USA, Inc.","Teijin Aramid USA, Inc.","3ga00002","801 Blacklawn Road SW","GA",,"Current"
"t0000766","c0000688    ","TELETECHSERV GA, LLC","TELETECHSERV GA, LLC","xga9335i","9335 Industrial Trace","GA","Yes","Current"
"t0000485","c0000689    ","Tenacity Fitness, LLC","Tenacity Fitness, LLC ","xnjmway9","9 Mary Way","NJ",,"Current"
"t0000701","c0000690    ","Tex Sun Shade","Tex Sun Shade ","xtx12150","12150 Shiloh Road ","TX",,"Current"
"t0000522","c0000691    ","TexPac Hide & Skin, LTD","TexPac Hide & Skin, LTD","xtxmorto","4000 Dan Morton Dr","TX",,"Current"
"t0000563","c0000692    ","The Children and Teenagers Foundation, Inc","Georgia Health Partners, LLC","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000417","c0000693    ","The Commencement Group Inc","The Commencement Group Inc","gacom33 ","1235 Commerce Rd","GA",,"Current"
"t0000015","c0000694    ","The Creative Learning Workshop","The Creative Learning Workshop","ohkem002","1310-1330 Kemper Meadow Drive","OH",,"Current"
"t0000575","c0000695    ","The Delaney Hardware Co","The Delaney Hardware Co","xga265c ","265 Castleberry Industrial Drive","GA","Yes","Past"
"t0000434","c0000696    ","The Gorilla Glue Company LLC","The Gorilla Glue Company LLC","xohmost ","12080 Mosteller","OH",,"Current"
"t0000271","c0000697    ","The ICEE Company","The ICEE Company","njrun155","155 E Ninth Avenue","NJ",,"Current"
"t0000643","c0000698    ","The Investors Academy Inc","The Investors Academy Inc","xga4507m","4507 Mills Place Southwest","GA",,"Current"
"t0000424","c0000699    ","The Kroger Co","The Kroger Co","gaold035"," 4350 Old McDonough Road ","GA",,"Current"
"t0000318","c0000700    ","The Kullman Firm","The Kullman Firm","tnpop107","6263 Poplar","TN",,"Current"
"t0000894","c0000701    ","The Lamar Group","The Lamar Group","3tn00001","3338 Democrat Road","TN",,"Current"
"t0000403","c0000702    ","The Moreno Law Firm, LLC","The Moreno Law Firm, LLC ","gacre100","100 Crescent Center Pkwy","GA",,"Past"
"t0000904","c0000703    ","The Palm Beach County Supervisor of Elections","The Palm Beach County Supervisor of Elections","3fl00002","7970 Central Industrial Drive","FL",,"Past"
"t0000661","c0000704    ","The Printer Inc. (TPI)","The Printer Inc. (TPI)","xnj1601s","1601-1641 Sherman Avenue","NJ",,"Current"
"t0000858","c0000705    ","The Sauers Group, Inc.","The Sauers Group, Inc.","xga1585r","1585 Roadhaven Drive","GA","Yes","Past"
"t0000035","c0000706    ","The Terminix International Company","The Terminix International Company","ohwar004","420 Wards Corner Rd","OH",,"Current"
"t0000063","c0000707    ","Thomas Consultants, Inc.","Thomas Consultants, Inc.","tntri9  ","4056 Homewood Road","TN",,"Current"
"t0000895","c0000708    ","Thorpe Products Company","Thorpe Products Company","3tn00001","3338 Democrat Road","TN",,"Current"
"t0000709","c0000709    ","Thriftmaster Global Holdings INC","Thriftmaster Global Holdings INC					","xtx2616a","2616 Andjon Drive","TX",,"Past"
"t0000272","c0000710    ","Tip Tig USA, Inc","Tip Tig USA, Inc","njrun155","155 E Ninth Avenue","NJ",,"Current"
"t0000347","c0000711    ","TireHub, LLC","TireHub, LLC","tnb03013","237-265 East Belz (3)","TN",,"Past"
"t0000719","c0000712    ","Titan Solar Power TX Inc","Titan Solar Power TX Inc","xtx2125v","2125 Vanco Drive ","TX",,"Current"
"t0000495","c0000713    ","T-Mobile Northeast, LLC","T-Mobile Northeast, LLC","xnjmway5","5 Mary Way","NJ",,"Current"
"t0000343","c0000714    ","TomKat & Kreative Displays","TomKat & Kreative Displays","njrun155","155 E Ninth Avenue","NJ",,"Current"
"t0000422","c0000715    ","Top Tier All Stars LLC","Top Tier All Stars LLC","gasto009","7217 Daniel Dr","GA",,"Current"
"t0000666","c0000716    ","Tormax USA, Inc","Tormax USA, Inc","xtx8154b","8154 Bracken Creek Drive","TX",,"Current"
"t0000543","c0000717    ","TradeForce, Inc","TradeForce, Inc","xtxglen ","3113 Glenfield Avenue","TX",,"Current"
"t0000603","c0000718    ","Trane U.S. Inc.(DSM)","Trane U.S. Inc.(DSM)","xoh382c ","382 Circle Freeway Drive","OH",,"Current"
"t0000945","c0000719    ","Trang Phanoliver Sign Design LLC","Trang Phanoliver Sign Design LLC","3tx00002","1801 South Great Southwest Parkway","TX","Yes","Past"
"t0000399","c0000720    ","Transamerica Premier Life Insurance","Transamerica Premier Life Insurance","gacre100","100 Crescent Center Pkwy","GA",,"Past"
"t0000896","c0000721    ","Tri State Tire Wholesale and Recycle LLC","Tri State Tire Wholesale and Recycle LLC","3tn00003","3276 Democrat Road","TN",,"Current"
"t0000336","c0000722    ","Trilogy Marketing, Inc.","Trilogy Marketing, Inc.","tnpop107","6263 Poplar","TN",,"Current"
"t0000963","c0000723    ","Trimaco, Inc.","Trimaco, Inc.","3il00006","1221 Landmeier","IL",,"Current"
"t0000426","c0000724    ","Truesource Home Specialties LLC","Truesource Home Specialties LLC","gadel034"," 1935 Delk Industrial Boulevard ","GA",,"Current"
"t0000280","c0000725    ","TruGreen LP","TruGreen LP","njrun165","165 E Ninth Avenue","NJ",,"Current"
"t0000511","c0000726    ","Turbo Systems US Inc.","Turbo Systems US Inc.","xil1terr","1 Territorial Court","IL",,"Current"
"t0000400","c0000727    ","Turknett Associates, Inc","Turknett Associates, Inc","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000679","c0000728    ","Tykables LLC","Tykables LLC","xil1001a","1001 Arthur Avenue","IL",,"Current"
"t0000120","c0000729    ","Tyler Technologies, Inc.","Tyler Technologies, Inc.","tncha104","3725 Champion Hills","TN",,"Current"
"t0000916","c0000730    ","U.S. Architectural Glass & Metal, Inc.","U.S. Architectural Glass & Metal, Inc.","xil1000e","1000 East 87th Street","IL",,"Past"
"t0000596","c0000731    ","U.S. Electrical Services, Inc.","U.S. Electrical Services, Inc.","xnj10tw ","10 Twosome Drive","NJ",,"Past"
"t0000670","c0000732    ","U.S. Navy","U.S. Navy","xfl11660","11660 Central Parkway ","FL",,"Current"
"t0000062","c0000733    ","Union City Forklift, Inc.","Union City Forklift, Inc.","tntri9  ","4056 Homewood Road","TN",,"Past"
"t0000337","c0000734    ","United Education Association of Shelby County","United Education Association of Shelby County","tnpop107","6263 Poplar","TN",,"Current"
"t0000881","c0000735    ","United Refrigeration, Inc.","United Refrigeration, Inc.","xil222ja","222 James Street","IL",,"Current"
"t0000291","c0000736    ","United Rentals Realty, LLC","United Rentals Realty, LLC","njrun190","190 E Ninth Avenue","NJ",,"Current"
"t0000633","c0000737    ","United States Technologies, Inc","United States Technologies, Inc","xnj17pol","17-01 Pollitt Drive","NJ",,"Past"
"t0000580","c0000738    ","United Supply Industries LLC","United Supply Industries LLC","xga130j ","130 James Aldredge Boulevard ","GA",,"Past"
"t0000897","c0000739    ","UST Select, Inc.","UST Select, Inc.","3tn00003","3276 Democrat Road","TN",,"Past"
"t0000419","c0000740    ","Vanguard Electric LLC","Vanguard Electric LLC","gacom33 ","1235 Commerce Rd","GA",,"Current"
"t0000191","c0000741    ","Vaughn Marter, Inc.","Vaughn Marter, Inc.","tnorl102","1779-1789 Kirby","TN",,"Current"
"t0000039","c0000742    ","VEO Diagnostics","VEO Diagnostics","ohwar005","422 Wards Corner","OH",,"Past"
"t0000569","c0000743    ","Victor Manzo","Victor Manzo","xga4225 ","4225 Phil Niekro Parkway","GA",,"Current"
"t0000481","c0000744    ","Victor Robbins Group, LLC","Victor Robbins Group, LLC ","xnjmway3","3 Mary Way","NJ",,"Past"
"t0000157","c0000745    ","Video Display Corporation","Video Display Corporation","gatuc017","1868 Tucker Industrial Rd","GA",,"Past"
"t0000641","c0000746    ","VIE DE France Yamazaki Inc","VIE DE France Yamazaki Inc","xga4507m","4507 Mills Place Southwest","GA",,"Current"
"t0000901","c0000747    ","Vigomex Foods Wholesale Inc.","Vigomex Foods Wholesale Inc.","3tn00001","3338 Democrat Road","TN",,"Past"
"t0000936","c0000748    ","Vision Technologies LLC","Vision Technologies LLC","3md00002","6704 Curtis Court","MD","Yes","Current"
"t0000060","c0000749    ","Vital Records Control, Inc.","Vital Records Control, Inc.","tntri19 ","3977-4045 Raines Road","TN",,"Current"
"t0000902","c0000750    ","Vortex Aviation, LLC","Vortex Aviation, LLC","3tn00001","3338 Democrat Road","TN",,"Current"
"t0000582","c0000751    ","Webtech, INC","Webtech, INC","xnj108n ","108 North Gold Drive ","NJ","Yes","Current"
"t0000055","c0000752    ","Wells Lamont, LLC","Wells Lamont, LLC","tntri16 ","3976 New Getwell","TN",,"Current"
"t0000864","c0000753    ","Werner Aero Services","Werner Aero Services","xnj19ind","19 Industrial Avenue","NJ",,"Current"
"t0000741","c0000754    ","WestRock Packaging Systems LLC","WestRock Packaging Systems LLC","gajon020","3075 Jonquil Drive","GA",,"Current"
"t0000640","c0000755    ","WEX LLC","WEX LLC","xga800in","800-850 Industrial Park Drive","GA",,"Current"
"t0000623","c0000756    ","Whippany Athletic Club, LLC","Whippany Athletic Club, LLC","xnj156al","156 Algonquin Parkway","NJ",,"Past"
"t0000454","c0000757    ","Will-Moor School of Gymnastics","Will-Moor School of Gymnastics","xnj2036b","2036 Briggs Road","NJ",,"Current"
"t0000581","c0000758    ","Wood Image, Inc","Wood Image, Inc","xga5070 ","5070 Minola Drive","GA","Yes","Past"
"t0000841","c0000759    ","Xcision Medical Systems, LLC","Xcision Medical Systems, LLC","3md00001","9176 Red Branch Road","MD","Yes","Current"
"t0000810","c0000760    ","XD Industries, Inc.","XD Industries, Inc.","xil240ja","240-252 James Street","IL",,"Current"
"t0000571","c0000761    ","Xiancong Huang","Xiancong Huang","xga4225 ","4225 Phil Niekro Parkway","GA",,"Current"
"t0000093","c0000762    ","XPO Last Mile, Inc.","XPO Last Mile, Inc.","tnwl7005","5146 E Raines Rd","TN",,"Current"
"t0000059","c0000763    ","XSE Group, Inc.","XSE Group, Inc.","tntri18 ","3983 Senator Street","TN",,"Current"
"t0000942","c0000764    ","YZER, LLC","Yzer","xfl420sw","420 S. Ware Boulevard ","FL",,"Current"
"t0000708","c0000765    ","Z&A Enterprises, LLC","Z&A Enterprises, LLC","xtx2616a","2616 Andjon Drive","TX",,"Current"
"t0000908","c0000766    ","Z.One Concept USA","Z.One Concept USA","3nj00003","26 Hanes Drive","NJ",,"Current"
"t0000273","c0000767    ","Zen Industrial Services LLC","Zen Industrial Services LLC","njrun155","155 E Ninth Avenue","NJ",,"Current"
"t0000392","c0000768    ","Zenith American Solutions, Inc","Zenith American Solutions, Inc","gacre100","100 Crescent Center Pkwy","GA",,"Current"
"t0000050","c0000769    ","Zoxou, Inc.","Zoxou, Inc.","tntri4  ","4280-4290 Concorde Road","TN",,"Current"
"t0000977","c0000770    ","Ericsson Inc.","Ericsson Inc.","3tx00007","1460 N Glenville Drive","TX",,"Current"
"t0001002","c0000771    ","Marcolin U.S.A. Eyewear Corp.","Marcolin U.S.A. Eyewear Corp.","3nj00006","3140 Route 22","NJ",,"Current"
"t0001008","c0000772    ","Spartan Equity Group, LLC","Spartan Equity Group, LLC","xga2900j","2900 Jones Mill Road","GA",,"Past"
"t0000974","c0000773    ","Associated Pathologists, LLC","Associated Pathologists, LLC	","3tx00005","1111 Northpoint Drive","TX",,"Current"
"t0000979","c0000774    ","An Texas Region Management, Ltd.","An Texas Region Management, Ltd.","3tx00004","2220 Chemsearch Blvd","TX",,"Current"
