Property HMY,Property Code,Property Address,Property State,Market,Fund,Legal Entity,ACQ Status,Asset Manager,Lease Code,Tenant Name,Lease Status,Amendment Type,Amendment Status,Amendment Sequence,unit_scodes_concatenated,Contract Area,Term,Start Date,End Date,Sign Date,Description,Tenant Status,Tenant HMY
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000318","The Kullman Firm","Past","Termination","Activated",1,945     ,833,0,"2021-05-31 00:00:00","2021-05-31 00:00:00",,,1,838
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000330","Saig Company of Tennessee, Inc.","Past","Termination","Activated",1,150     ,2745,0,"2024-02-29 00:00:00","2024-02-29 00:00:00",,,1,943
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000330","Saig Company of Tennessee, Inc.","Past","Original Lease","Superseded",0,150     ,2745,60,"2019-03-01 00:00:00","2024-02-29 00:00:00",,"",1,943
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000334","Stragistics Technology Inc.","Past","Original Lease","Superseded",0,603     ,2539,120,"2012-04-01 00:00:00","2022-03-31 00:00:00",,"",1,947
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000334","Stragistics Technology Inc.","Past","Termination","Activated",1,603     ,2539,0,"2022-03-31 00:00:00","2022-03-31 00:00:00",,,1,947
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000336","Trilogy Marketing, Inc.","Past","Termination","Activated",1,335     ,864,0,"2023-02-28 00:00:00","2023-02-28 00:00:00",,,1,949
942,"tnpop107","6263 Poplar","TN","Mid-South                                                                       ","FRG 6                                                                           ",,"Sold                                                                            ","Brett Kaye                                                                      ","t0000336","Trilogy Marketing, Inc.","Past","Original Lease","Superseded",0,335     ,864,123,"2012-12-01 00:00:00","2023-02-28 00:00:00",,"",1,949
893,"txwin004","11300 Windfern Rd","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000355","National Oilwell Varco, LP","Past","Termination","Activated",1,11300   ,59600,0,"2020-12-31 00:00:00","2020-12-31 00:00:00",,,1,983
893,"txwin004","11300 Windfern Rd","TX","Texas                                                                           ","FRG IX                                                                          ","FPIP-TX1 LP                                                                     ","Sold                                                                            ","Steve DeFoe                                                                     ","t0000355","National Oilwell Varco, LP","Past","Original Lease","Superseded",0,11300   ,59600,12,"2020-01-01 00:00:00","2020-12-31 00:00:00",,"",1,983
913,"gacre100","100 Crescent Center Pkwy","GA","Southeast                                                                       ","FRG 6                                                                           ",,"Acquired                                                                        ","Brett Kaye                                                                      ","t0000395","Residential Enhancements, LLC","Current","Original Lease","Activated",0,395     ,1082,30,"2020-06-01 00:00:00","2022-11-30 00:00:00",,"3rd Amendment",0,1192
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000412","Blue Global Trading GA Inc","Past","Original Lease","Superseded",0,"I       ",18000,64,"2020-04-20 00:00:00","2025-07-31 00:00:00",,"",1,1222
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000412","Blue Global Trading GA Inc","Past","Termination","Activated",1,"I       ",18000,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1222
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000419","Vanguard Electric LLC","Past","Termination","Activated",1,"J-K     ",40240,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1232
1365,"gacom33 ","1235 Commerce Rd","GA","Southeast                                                                       ","FRG IX                                                                          ","FP-Gimel GA LP                                                                  ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000419","Vanguard Electric LLC","Past","Original Lease","Superseded",0,"J-K     ",40240,74,"2020-12-01 00:00:00","2027-01-31 00:00:00",,"",1,1232
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000445","Bel-Shore Enterprises","Past","Termination","Activated",1,"4319B   ",72000,0,"2022-02-01 00:00:00","2022-02-01 00:00:00",,"",1,1347
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000445","Bel-Shore Enterprises","Past","Original Lease","Superseded",0,"4319B   ",72000,61,"2021-04-08 00:00:00","2026-04-30 00:00:00",,"",1,1347
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000449","Storopack, Inc.","Current","Original Lease","Superseded",0,4310    ,0,37,"2016-10-04 00:00:00","2019-10-31 00:00:00",,"",0,1352
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000449","Storopack, Inc.","Current","Renewal","Superseded",1,4310    ,22743,46,"2019-11-01 00:00:00","2023-08-31 00:00:00",,"",0,1352
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000449","Storopack, Inc.","Current","Renewal","Activated",2,4310    ,22743,36,"2023-09-01 00:00:00","2026-08-31 00:00:00","06/30/2023 00:00:00","FP Lease",0,1352
1387,"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000457","Del-Val Food Ingredients","Current","Original Lease","Activated",0,"A       ",24600,60,"2020-01-01 00:00:00","2024-12-31 00:00:00",,"Renewal",0,1398
1387,"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000460","Professional Reconstructive Orthopedics, Inc.","Past","Original Lease","Superseded",0,"E       ",12000,72,"2017-02-01 00:00:00","2023-01-31 00:00:00",,"3rd Renewal",1,1401
1387,"xnj3001i","3001 Irwin Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000460","Professional Reconstructive Orthopedics, Inc.","Past","Renewal","Activated",1,"E       ",12000,3,"2023-02-01 00:00:00","2023-04-30 00:00:00","01/30/2023 00:00:00","Fourth Amendment",1,1401
904,"gasto009","7217 Daniel Dr","GA","Southeast                                                                       ","FRG IX                                                                          ","FPIP-ATLLP                                                                      ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000461","Sunshine Solar","Past","Termination","Activated",1,"E       ",5025,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,1402
904,"gasto009","7217 Daniel Dr","GA","Southeast                                                                       ","FRG IX                                                                          ","FPIP-ATLLP                                                                      ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000461","Sunshine Solar","Past","Original Lease","Superseded",0,"E       ",5025,36,"2021-06-01 00:00:00","2024-05-31 00:00:00",,"",1,1402
1656,"xpastate","8800-8826 state road","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Sold                                                                            ","James Calamia                                                                   ","t0000507","Navistar, Inc","Past","Termination","Activated",1,8800    ,17063,0,"2023-12-01 00:00:00","2023-12-01 00:00:00",,,1,4169
1656,"xpastate","8800-8826 state road","PA","Northeast                                                                       ","FRG X                                                                           ","FRG-X-PA1 LP                                                                    ","Sold                                                                            ","James Calamia                                                                   ","t0000507","Navistar, Inc","Past","Original Lease","Superseded",0,8800    ,17063,60,"2021-04-01 00:00:00","2026-03-31 00:00:00",,"2nd Amendment",1,4169
1665,"xil1111 ","1111 Bowes Rd","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0000510","Proven Partners Manufacturing, LLC","Current","Original Lease","Activated",0,100     ,144578,180,"2012-04-01 00:00:00","2027-03-31 00:00:00",,"",0,4175
1662,"xil305e ","305 E North Ave","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000516","RS Hughes Company, Inc. ","Current","Original Lease","Activated",0,307     ,17605,165,"2011-08-31 00:00:00","2025-04-30 00:00:00",,"First Amendment",0,4190
1662,"xil305e ","305 E North Ave","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000517","Professional Parts Group, LLC","Past","Original Lease","Superseded",0,305     ,32404,126,"2013-03-15 00:00:00","2023-08-31 00:00:00",,"First Amendment",1,4191
1662,"xil305e ","305 E North Ave","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000517","Professional Parts Group, LLC","Past","Holdover","Superseded",1,305     ,32404,0,"2023-09-01 00:00:00","2023-09-15 00:00:00",,"Holdover",1,4191
1662,"xil305e ","305 E North Ave","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-IL1 LP                                                                    ","Acquired                                                                        ","Sterling Pompey                                                                 ","t0000517","Professional Parts Group, LLC","Past","Termination","Activated",2,305     ,32838,0,"2023-09-15 00:00:00","2023-09-15 00:00:00",,"Lease End",1,4191
931,"tnb11012","2000 Latham Street","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-Gimel TN LP                                                                  ","Sold                                                                            ","Alex Hugo                                                                       ","t0000533","Valley Distribution and Logistics, LLC","Past","Original Lease","Superseded",0,100     ,109955,38,"2021-08-12 00:00:00","2024-10-21 00:00:00",,"",1,4228
931,"tnb11012","2000 Latham Street","TN","Mid-South                                                                       ","FRG IX                                                                          ","FP-Gimel TN LP                                                                  ","Sold                                                                            ","Alex Hugo                                                                       ","t0000533","Valley Distribution and Logistics, LLC","Past","Termination","Activated",1,100     ,109955,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,4228
1655,"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000537","Nazdar Company","Past","Original Lease","Superseded",0,"7055-1  , 7055-2  ",30688,7,"2021-07-22 00:00:00","2022-01-31 00:00:00","07/22/2021 00:00:00","ORIGINAL",1,4237
1655,"xnjcentr","7055 Central highway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000537","Nazdar Company","Past","Termination","Activated",1,"7055-1  , 7055-2  ",0,0,"2022-01-31 00:00:00","2022-01-31 00:00:00",,"Termination",1,4237
1754,"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000584","North Metro Trucking","Past","Termination","Activated",1,600     ,12234,0,"2024-02-13 00:00:00","2024-02-13 00:00:00",,,1,4717
1754,"xgadors ","2009 Dorsey Road","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA1 LP                                                                    ","Sold                                                                            ","Rebekah Snider                                                                  ","t0000584","North Metro Trucking","Past","Original Lease","Superseded",0,600     ,12234,120,"2015-10-01 00:00:00","2025-09-30 00:00:00",,"",1,4717
1755,"xoh8655 ","8655 Seward Road","OH","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-OH1 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000604","G&W Products, LLC.","Current","Original Lease","Activated",0,8655    ,30512,60,"2020-10-01 00:00:00","2025-09-30 00:00:00",,"Original",0,4916
1785,"xnj14th ","14-16 Thomas J Rhodes Industrial Drive","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000605","Medical Indicators","Current","Original Lease","Superseded",0,"14A     ",35894,60,"2017-05-01 00:00:00","2022-04-30 00:00:00",,"First Renewal Option",0,4917
1785,"xnj14th ","14-16 Thomas J Rhodes Industrial Drive","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000605","Medical Indicators","Current","Renewal","Activated",1,"14A     ",35894,60,"2022-05-01 00:00:00","2027-04-30 00:00:00",,"Renewal Option",0,4917
1789,"xil250n ","250 North Washtenaw Avenue","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0000608","Mighty Cake Company LLC","Current","Original Lease","Superseded",0,250     ,46000,26,"2021-11-23 00:00:00","2023-12-31 00:00:00",,"Original Lease",0,5277
1789,"xil250n ","250 North Washtenaw Avenue","IL","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-AP-IL LP                                                                  ","Acquired                                                                        ","Madison Austin                                                                  ","t0000608","Mighty Cake Company LLC","Current","Renewal","Activated",1,250     ,46000,36,"2024-01-01 00:00:00","2026-12-31 00:00:00","05/15/2023 00:00:00","First Amendment",0,5277
1787,"xnj220r ","220 Route 70","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000616","Panther Technologies, Inc.","Past","Original Lease","Superseded",0,"B       ",23545,48,"2019-10-27 00:00:00","2023-10-26 00:00:00",,"Original",1,5463
1787,"xnj220r ","220 Route 70","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ1 LP                                                                    ","Acquired                                                                        ","Andrew Randolph                                                                 ","t0000616","Panther Technologies, Inc.","Past","Termination","Activated",1,"B       ",23545,0,"2023-10-26 00:00:00","2023-10-26 00:00:00",,"Lease End",1,5463
1880,"xnj156al","156 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0000623","Whippany Athletic Club, LLC","Past","Renewal","Superseded",1,02      ,12216,24,"2022-05-01 00:00:00","2024-04-30 00:00:00",,"3rd Amendment",1,5472
1880,"xnj156al","156 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0000623","Whippany Athletic Club, LLC","Past","Original Lease","Superseded",0,02      ,12216,36,"2019-05-01 00:00:00","2022-04-30 00:00:00",,"2nd Amendment",1,5472
1880,"xnj156al","156 Algonquin Parkway","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Anna Mo                                                                         ","t0000623","Whippany Athletic Club, LLC","Past","Termination","Activated",2,02      ,12216,0,"2024-04-30 00:00:00","2024-04-30 00:00:00",,"Lease End",1,5472
1877,"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Renewal","Superseded",2,"01      , 02      , 03      ",101208,63,"2024-08-01 00:00:00","2029-10-31 00:00:00","06/25/2024 00:00:00","FP Lease",0,5477
1877,"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Original Lease","Superseded",0,"01      , 02      , 03      ",101208,65,"2019-03-15 00:00:00","2024-07-31 00:00:00",,"Original",0,5477
1877,"xnj19nev","19-05 Nevins Road","NJ","Northeast                                                                       ","FRG X                                                                           ","FRG-X-NJ2 LP                                                                    ","Acquired                                                                        ","Brett Kaye                                                                      ","t0000627","RD Foods America, Inc.","Current","Expansion","Activated",3,"01      , 02      , 03      ",151799,57,"2025-02-01 00:00:00","2029-10-31 00:00:00",,"Expansion Amd",0,5477
1892,"xga4680n","4680 North Royal Atlanta Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000635","BBS Enterprises Inc","Current","Original Lease","Activated",0,4680    ,60669,120,"2020-07-01 00:00:00","2030-06-30 00:00:00",,"",0,5487
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000638","KPower Global Logistics, LLC","Current","Original Lease","Superseded",0,4354    ,63840,12,"2022-01-01 00:00:00","2022-12-31 00:00:00","12/13/2021 00:00:00","Original Lease",0,5499
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000638","KPower Global Logistics, LLC","Current","Renewal","Activated",3,4354    ,63840,12,"2025-01-01 00:00:00","2025-12-31 00:00:00","09/18/2024 00:00:00","Second Amendment",0,5499
1372,"xtndelp1","4290 Delp Street","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000638","KPower Global Logistics, LLC","Current","Renewal","Superseded",1,4354    ,63840,24,"2023-01-01 00:00:00","2024-12-31 00:00:00","09/19/2022 00:00:00","First Amendment",0,5499
1886,"xga4507m","4507 Mills Place Southwest","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000641","VIE DE France Yamazaki Inc","Current","Original Lease","Activated",0,"WARHSE  ",87928,140,"2013-09-01 00:00:00","2025-04-30 00:00:00",,"Original Lease",0,5502
1886,"xga4507m","4507 Mills Place Southwest","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000641","VIE DE France Yamazaki Inc","Current","Renewal","Activated",2,"WARHSE  ",87928,60,"2025-05-01 00:00:00","2030-04-30 00:00:00","02/14/2025 00:00:00","First Amendment",0,5502
1886,"xga4507m","4507 Mills Place Southwest","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000644","Andre Thompson","Past","Original Lease","Superseded",0,"G-H     ",12040,36,"2021-10-01 00:00:00","2024-09-30 00:00:00",,"Original Lease",1,5506
1886,"xga4507m","4507 Mills Place Southwest","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000644","Andre Thompson","Past","Holdover","Superseded",1,"G-H     ",12040,0,"2024-10-01 00:00:00",,,"HoldOver",1,5506
1886,"xga4507m","4507 Mills Place Southwest","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000644","Andre Thompson","Past","Termination","Activated",2,"G-H     ",12040,0,"2024-09-30 00:00:00","2024-09-30 00:00:00",,"Termination Amd",1,5506
1791,"xtnawg2 ","4690 Hungerford Road ","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0000648","AWG Acquisition LLC 2","Past","Original Lease","Superseded",0,4690    ,145758,26,"2021-11-29 00:00:00","2023-12-31 00:00:00",,"",1,5513
1791,"xtnawg2 ","4690 Hungerford Road ","TN","Mid-South                                                                       ","FRG X                                                                           ","FRG-X-TN2 LP                                                                    ","Sold                                                                            ","Karlie Calhoun                                                                  ","t0000648","AWG Acquisition LLC 2","Past","Termination","Activated",1,4690    ,145758,0,"2023-09-29 00:00:00","2023-09-29 00:00:00",,,1,5513
994,"ohwar004","420 Wards Corner Rd","OH","Mid-West                                                                        ","FRG IX                                                                          ","FP-Gimel OH LP                                                                  ","Sold                                                                            ","Bryan Lincoln                                                                   ","t0000651","Samarkand Store, Inc","Past","Termination","Activated",1,"F       ",7560,0,"2022-06-22 00:00:00","2022-06-22 00:00:00",,,1,5634
994,"ohwar004","420 Wards Corner Rd","OH","Mid-West                                                                        ","FRG IX                                                                          ","FP-Gimel OH LP                                                                  ","Sold                                                                            ","Bryan Lincoln                                                                   ","t0000651","Samarkand Store, Inc","Past","Original Lease","Superseded",0,"F       ",7560,60,"2022-02-01 00:00:00","2027-01-31 00:00:00",,"Original ",1,5634
1658,"xtn225bo","225 Bobrick Drive","TN","West Tennessee                                                                  ","FRG X                                                                           ","FRG-X-TN1 LP                                                                    ","Acquired                                                                        ","Karlie Calhoun                                                                  ","t0000652","Forestwood Farms, Inc.","Current","Original Lease","Activated",0,101     ,45820,84,"2022-01-01 00:00:00","2028-12-31 00:00:00","01/05/2022 00:00:00","",0,5644
1733,"xga5070 ","5070 Minola Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000677","Li-Way Transfer & Storage Inc","Past","Renewal","Activated",1,"5070-W  ",45607,3,"2023-02-01 00:00:00","2023-04-30 00:00:00",,"First Amendment",1,6518
1733,"xga5070 ","5070 Minola Drive","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-AP-GA LP                                                                  ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000677","Li-Way Transfer & Storage Inc","Past","Original Lease","Superseded",0,"5070-W  ",45607,12,"2022-02-01 00:00:00","2023-01-31 00:00:00",,"",1,6518
2990,"xga4600f","4600 & 4630 Frederick Drive ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000681","American HVAC Inc","Current","Original Lease","Superseded",0,"4600-F  ",10026,158,"2009-02-17 00:00:00","2022-03-31 00:00:00",,"",0,6536
2990,"xga4600f","4600 & 4630 Frederick Drive ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000681","American HVAC Inc","Current","Renewal","Superseded",1,"4600-F  ",10000,36,"2022-04-01 00:00:00","2025-03-31 00:00:00",,"7th Amend",0,6536
2990,"xga4600f","4600 & 4630 Frederick Drive ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000681","American HVAC Inc","Current","Holdover","Activated",2,"4600-F  ",10000,1,"2025-04-01 00:00:00","2025-04-30 00:00:00","03/12/2025 00:00:00","HoldOver",0,6536
2990,"xga4600f","4600 & 4630 Frederick Drive ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000687","Rory Walker","Past","Original Lease","Superseded",0,"4630-C  ",7437,99,"2017-11-29 00:00:00","2026-01-31 00:00:00",,"",1,6544
2990,"xga4600f","4600 & 4630 Frederick Drive ","GA","Southeast                                                                       ","FRG X                                                                           ","FRG-X-GA2 LP                                                                    ","Acquired                                                                        ","Rebekah Snider                                                                  ","t0000687","Rory Walker","Past","Termination","Activated",1,"4630-C  ",7437,0,"2023-12-05 00:00:00","2023-12-05 00:00:00",,"Termination Amd",1,6544
1383,"xohmost ","12080 Mosteller","OH","Mid-West                                                                        ","FRG X                                                                           ","FRG-X-OH1 LP                                                                    ","Acquired                                                                        ","Madison Austin                                                                  ","t0000688","Rite Rug Co.","Current","Original Lease","Activated",0,"D       ",114027,87,"2022-03-01 00:00:00","2029-05-31 00:00:00","02/01/2022 00:00:00","Original",0,6639
2993,"xfl4646g","4646 South Grady Avenue","FL","Florida                                                                         ","FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Sold                                                                            ","Gabriel Kisber                                                                  ","t0000689","QG Printing II LLC","Past","Original Lease","Superseded",0,4646    ,79188,306,"1999-01-01 00:00:00","2024-06-30 00:00:00",,"Second Amendment",1,6647
2993,"xfl4646g","4646 South Grady Avenue","FL","Florida                                                                         ","FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Sold                                                                            ","Gabriel Kisber                                                                  ","t0000689","QG Printing II LLC","Past","Renewal","Superseded",2,4646    ,79188,36,"2024-07-01 00:00:00","2027-06-30 00:00:00","05/09/2024 00:00:00","Third Amendment",1,6647
2993,"xfl4646g","4646 South Grady Avenue","FL","Florida                                                                         ","FRG X                                                                           ","FRG-X-FL2 LP                                                                    ","Sold                                                                            ","Gabriel Kisber                                                                  ","t0000689","QG Printing II LLC","Past","Termination","Activated",3,4646    ,79188,0,"2024-07-12 00:00:00","2024-07-12 00:00:00",,,1,6647
