account tree detail id,account tree node description,total into,type,type description,account tree code,account tree description,account tree detail code,indent,skip,underline,bold,italic,hide,negate,reverse value,database id
662646,Plumbing Repair & Maintenance,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662647,Doors&Locks/Key Card,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001260,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662648,Electricity R&M,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001270,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662649,Elevator R&M,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001280,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662650,Window/Glass R&M,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001290,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662651,Lighting Repair & Maintenance,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001600,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662652,General Repair & Maintenance,662653,R,Regular,ysi_is,YSI Standard Income Statement,61001900,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662653,Total Building Repair & Maintenance,662701,T,Total,ysi_is,YSI Standard Income Statement,61009995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662654,COMMON AREA MAINTENANCE,662666,H,Header,ysi_is,YSI Standard Income Statement,61102000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662655,Association Fees,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662656,Fire Protection,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662657,Landscaping,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662658,Security Control,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662659,Janitorial Sweeping & Trash Removal,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102600,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662660,Cleaning & Janitorial,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102610,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662661,Vehicle Expense,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102620,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662662,Janitorial Contract,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102650,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662663,Pest Control,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102800,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662664,Misc. Admin Expense,662666,R,Regular,ysi_is,YSI Standard Income Statement,61102900,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662665,Snow Removal,662666,R,Regular,ysi_is,YSI Standard Income Statement,61103000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662666,Total Common Area Maintenance,662701,T,Total,ysi_is,YSI Standard Income Statement,61109995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662667,UTILITIES,662675,H,Header,ysi_is,YSI Standard Income Statement,61203000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662668,Electricity Building,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203010,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662669,Electricity,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662670,Gas & Fuel,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662671,Gas & Fuel Building,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203310,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662672,Water & Sewer,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662673,Utility Fees,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203501,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662674,Water/Sewer Building,662675,R,Regular,ysi_is,YSI Standard Income Statement,61203510,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662675,Total Utilities,662701,T,Total,ysi_is,YSI Standard Income Statement,61209995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662676,PAYROLL,662679,H,Header,ysi_is,YSI Standard Income Statement,61404000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662677,Maintenance Payroll,662679,R,Regular,ysi_is,YSI Standard Income Statement,61404100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662678,Manager Payroll,662679,R,Regular,ysi_is,YSI Standard Income Statement,61404110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662679,Total Payroll,662701,T,Total,ysi_is,YSI Standard Income Statement,61409995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662680,FEES,662686,H,Header,ysi_is,YSI Standard Income Statement,61505000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662681,Property Management Fees Recoverable,662686,R,Regular,ysi_is,YSI Standard Income Statement,61505100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662682,Recoverable Asset Mgmt Fees,662686,R,Regular,ysi_is,YSI Standard Income Statement,61505110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662683,Admin Fees,662686,R,Regular,ysi_is,YSI Standard Income Statement,61505200,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662684,Utility Late Fees,662686,R,Regular,ysi_is,YSI Standard Income Statement,61505300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662685,Filing Fees,662686,R,Regular,ysi_is,YSI Standard Income Statement,61505350,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662686,Total Fees,662701,T,Total,ysi_is,YSI Standard Income Statement,61509995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662687,INSURANCE,662691,H,Header,ysi_is,YSI Standard Income Statement,61606000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662688,Property & Liability Insurance,662691,R,Regular,ysi_is,YSI Standard Income Statement,61606100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662689,Liability Insurance,662691,R,Regular,ysi_is,YSI Standard Income Statement,61606110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662690,Property & Liability Insurance - PY,662691,R,Regular,ysi_is,YSI Standard Income Statement,61606120,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662691,Total Insurance,662701,T,Total,ysi_is,YSI Standard Income Statement,61609995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662692,TAXES,662700,H,Header,ysi_is,YSI Standard Income Statement,61707000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662693,PROPERTY TAXES,662697,H,Header,ysi_is,YSI Standard Income Statement,61707100,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662694,Real Estate Taxes,662697,R,Regular,ysi_is,YSI Standard Income Statement,61707110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662695,Misc. Taxes,662697,R,Regular,ysi_is,YSI Standard Income Statement,61707120,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662696,Real Estate Taxes - PY,662697,R,Regular,ysi_is,YSI Standard Income Statement,61707130,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662697,Total Property Taxes,662700,T,Total,ysi_is,YSI Standard Income Statement,61707195,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662698,OTHER TAXES,662699,H,Header,ysi_is,YSI Standard Income Statement,61707200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662699,Total Other Taxes,662700,T,Total,ysi_is,YSI Standard Income Statement,61707395,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662700,Total Taxes,662701,T,Total,ysi_is,YSI Standard Income Statement,61707995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662701,Total Recoverable Expenses,662801,T,Total,ysi_is,YSI Standard Income Statement,61999995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662702,BUILDING REPAIR & MAINTENANCE-NON RECOVERABLE,662712,H,Header,ysi_is,YSI Standard Income Statement,62000100,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662703,Parking Lot Repair & Maintenance-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662704,Concrete R&M-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662705,Doors&Locks/Key Card-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001120,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662706,Electricity R&M-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001130,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662707,HVAC Repair & Maintenance-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662708,Lighting/Bulb R&M-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001510,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662709,Roof Repair & Maintenance-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001700,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662710,Window/Glass R&M-Non Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001710,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662711,General Repair & Maintenance-Non-Recoverable,662712,R,Regular,ysi_is,YSI Standard Income Statement,62001900,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662712,Total Building Repair & Maintenance-Non Recoverable,662801,T,Total,ysi_is,YSI Standard Income Statement,62009995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662713,COMMON AREA MAINTENANCE-NON RECOVERABLE,662724,H,Header,ysi_is,YSI Standard Income Statement,62100000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662714,Association Fees-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662715,Fire Protection-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662716,Landscaping-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662717,Landscape Other/Sprink Rpr-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102310,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662718,Parking Lot Signs-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102320,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662719,Parking Lot Maintenance & Sweeping-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102450,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662720,Parking Lot Sweeping-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102460,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662721,Security Patrol-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102470,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662722,Trash Removal-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102480,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662723,Vehicle Expense-Non Recoverable,662724,R,Regular,ysi_is,YSI Standard Income Statement,62102490,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662724,Total Common Area Maintenance-Non Recoverable,662801,T,Total,ysi_is,YSI Standard Income Statement,62109995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662725,UTILITIES-NON RECOVERABLE,662733,H,Header,ysi_is,YSI Standard Income Statement,62200000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662726,Electricity Building-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62200010,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662727,Electricity Common-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62200020,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662728,Gas & Fuel Common-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62200030,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662729,Gas & Fuel Building-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62200040,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662730,Water/Sewer Common-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62200050,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662731,Water/Sewer Building-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62200060,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662732,Utilities-Non Recoverable,662733,R,Regular,ysi_is,YSI Standard Income Statement,62203700,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662733,Total Utilities-Non Recoverable,662801,T,Total,ysi_is,YSI Standard Income Statement,62209995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662734,PAYROLL-NON RECOVERABLE,662766,H,Header,ysi_is,YSI Standard Income Statement,62300000,0,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
662735,Maintenance Technician-Non Recoverable,662766,R,Regular,ysi_is,YSI Standard Income Statement,62300010,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662736,Manager Payroll-Non Recoverable,662766,R,Regular,ysi_is,YSI Standard Income Statement,62300020,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662737,Payroll-Non Recoverable,662738,H,Header,ysi_is,YSI Standard Income Statement,,4,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
662738,Total Payroll-Non Recoverable,662766,T,Total,ysi_is,YSI Standard Income Statement,62309995,5,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,1
662739,TENANT BILLBACK,662743,H,Header,ysi_is,YSI Standard Income Statement,62400000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662740,Tenant Expense Billback,662743,R,Regular,ysi_is,YSI Standard Income Statement,62401000,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662741,Tenant Utility Billback,662743,R,Regular,ysi_is,YSI Standard Income Statement,62402000,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662742,Tenant Improvement Billback,662743,R,Regular,ysi_is,YSI Standard Income Statement,62403000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662743,Total Tenant Billback,662766,T,Total,ysi_is,YSI Standard Income Statement,62409995,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662744,FEES-NON RECOVERABLE,662747,H,Header,ysi_is,YSI Standard Income Statement,62505000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662745,Property Management Fees-Non Recoverable,662747,R,Regular,ysi_is,YSI Standard Income Statement,62505100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662746,Asset Management Fees-Non Recoverable,662747,R,Regular,ysi_is,YSI Standard Income Statement,62505200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662747,Total Fees-Non Recoverable,662766,T,Total,ysi_is,YSI Standard Income Statement,62509995,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662748,INSURANCE-NON RECOVERABLE,662752,H,Header,ysi_is,YSI Standard Income Statement,62606000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662749,Property & Liability Insurance-Non Recoverable,662752,R,Regular,ysi_is,YSI Standard Income Statement,62606100,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662750,Liability Insurance-Non Recoverable,662752,R,Regular,ysi_is,YSI Standard Income Statement,62606110,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662751,Property & Liability Insurance-Non Recoverable-PY,662752,R,Regular,ysi_is,YSI Standard Income Statement,62606120,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662752,Total Insurance-Non Recoverable,662766,T,Total,ysi_is,YSI Standard Income Statement,62609995,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662753,PROPERTY TAXES-NON RECOVERABLE,662757,H,Header,ysi_is,YSI Standard Income Statement,62707100,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662754,Real Estate Taxes-Non Recoverable,662757,R,Regular,ysi_is,YSI Standard Income Statement,62707110,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662755,City Taxes-Non Recoverable,662757,R,Regular,ysi_is,YSI Standard Income Statement,62707120,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662756,Real Estate Taxes-Non Recoverable-PY,662757,R,Regular,ysi_is,YSI Standard Income Statement,62707130,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662757,Total Property Taxes-Non Recoverable,662766,T,Total,ysi_is,YSI Standard Income Statement,62707195,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662758,Taxes-Non Recoverable,662762,H,Header,ysi_is,YSI Standard Income Statement,,4,2,0,FALSE,FALSE,TRUE,FALSE,FALSE,1
662759,OTHER TAXES-NON RECOVERABLE,662761,H,Header,ysi_is,YSI Standard Income Statement,62707200,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662760,Tax Consultant,662761,R,Regular,ysi_is,YSI Standard Income Statement,62707300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662761,Total Other Taxes-Non Recoverable,662762,T,Total,ysi_is,YSI Standard Income Statement,62707395,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662762,Total Taxes-Non Recoverable,662766,T,Total,ysi_is,YSI Standard Income Statement,62707995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662763,GROUND LEASE,662765,H,Header,ysi_is,YSI Standard Income Statement,62800000,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662764,Ground Lease,662765,R,Regular,ysi_is,YSI Standard Income Statement,62801000,5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662765,Total Ground Lease,662766,T,Total,ysi_is,YSI Standard Income Statement,62809995,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662766,Total Non Recoverable Expenses,662801,T,Total,ysi_is,YSI Standard Income Statement,62999995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662767,DEPRECIATION & AMORTIZATION,662770,H,Header,ysi_is,YSI Standard Income Statement,63000000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662768,Depreciation,662770,R,Regular,ysi_is,YSI Standard Income Statement,63001000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662769,Amortization,662770,R,Regular,ysi_is,YSI Standard Income Statement,63002000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662770,Total Depreciation & Amortization,662801,T,Total,ysi_is,YSI Standard Income Statement,63999995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662771,GENERAL & ADMINISTRATIVE EXPENSES,662800,H,Header,ysi_is,YSI Standard Income Statement,64000000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662772,PROFESSIONAL & CONSULTING FEES,662782,H,Header,ysi_is,YSI Standard Income Statement,64001000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662773,Audit Fees,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662774,Valuations,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001150,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662775,Tax Compliance Fees,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662776,CSS-fees,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001250,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662777,Legal Fees,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662778,Administrator Fees,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001400,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662779,Tax Consulting,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662780,IMI Insurance,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001600,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662781,Professional & Consulting Fees,662782,R,Regular,ysi_is,YSI Standard Income Statement,64001700,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662782,Total Professional & Consulting Fees,662800,T,Total,ysi_is,YSI Standard Income Statement,64001995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662783,SOFTWARE & IT,662790,H,Header,ysi_is,YSI Standard Income Statement,64002000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662784,Yardi License,662790,R,Regular,ysi_is,YSI Standard Income Statement,64002100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662785,Yardi-Implementation,662790,R,Regular,ysi_is,YSI Standard Income Statement,64002200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662786,Costar,662790,R,Regular,ysi_is,YSI Standard Income Statement,64002300,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662787,Other Software,662790,R,Regular,ysi_is,YSI Standard Income Statement,64002400,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662788,IT Consulting,662790,R,Regular,ysi_is,YSI Standard Income Statement,64002500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662789,Software & IT- Other,662790,R,Regular,ysi_is,YSI Standard Income Statement,64002600,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662790,Total Software and IT,662800,T,Total,ysi_is,YSI Standard Income Statement,64002995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662791,OTHER GENERAL & ADMINISTRATIVE EXPENSES,662799,H,Header,ysi_is,YSI Standard Income Statement,64003001,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662792,Travel,662799,R,Regular,ysi_is,YSI Standard Income Statement,64003100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662793,Marketing,662799,R,Regular,ysi_is,YSI Standard Income Statement,64004000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662794,Misc. General & Administrative,662799,R,Regular,ysi_is,YSI Standard Income Statement,64005000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662795,Asset Management Fees,662799,R,Regular,ysi_is,YSI Standard Income Statement,64006000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662796,Commitment Fee,662799,R,Regular,ysi_is,YSI Standard Income Statement,64006500,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662797,Professional Fees - Dead Deals,662799,R,Regular,ysi_is,YSI Standard Income Statement,64007000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662798,Change in Allowance for Doubtful Accounts,662799,R,Regular,ysi_is,YSI Standard Income Statement,64008000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662799,Total Other General & Administartive Expenses,662800,T,Total,ysi_is,YSI Standard Income Statement,64008995,5,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662800,Total General & Administrative Expenses,662801,T,Total,ysi_is,YSI Standard Income Statement,64009995,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662801,Total Operating Expenses,662802,T,Total,ysi_is,YSI Standard Income Statement,69999998,5,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,1
662802,Total Net Operating Income,662816,T,Total,ysi_is,YSI Standard Income Statement,69999999,5,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
662803,CAPITAL GAIN,662809,H,Header,ysi_is,YSI Standard Income Statement,71000000,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662804,Sale proceeds over contribution,662809,R,Regular,ysi_is,YSI Standard Income Statement,71001000,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662805,Realtor Commissions,662809,R,Regular,ysi_is,YSI Standard Income Statement,71002000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662806,Legal Fees & Closing Costs,662809,R,Regular,ysi_is,YSI Standard Income Statement,71003000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662807,GP commissions,662809,R,Regular,ysi_is,YSI Standard Income Statement,71004000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662808,Refinance Fee,662809,R,Regular,ysi_is,YSI Standard Income Statement,71005000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662809,Total Capital Gain,662816,T,Total,ysi_is,YSI Standard Income Statement,71999995,5,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
662810,Change in Fair Value of Investment Property,662816,R,Regular,ysi_is,YSI Standard Income Statement,72001000,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662811,Change in Fair Value of mortgage loans and notes payable,662816,R,Regular,ysi_is,YSI Standard Income Statement,72001100,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662812,Share of Profit of Equity-Accounted Investees,662816,R,Regular,ysi_is,YSI Standard Income Statement,72002000,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662813,CARRIED INTEREST,662815,H,Header,ysi_is,YSI Standard Income Statement,73000000,0,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662814,Carried Interest (Expenses) Income,662815,R,Regular,ysi_is,YSI Standard Income Statement,73001000,5,1,0,FALSE,FALSE,FALSE,TRUE,FALSE,1
662815,Total Carried Interest,662816,T,Total,ysi_is,YSI Standard Income Statement,73999995,5,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
662816,Total Earnings Before Interest & Tax,662832,T,Total,ysi_is,YSI Standard Income Statement,79999995,5,1,1,FALSE,FALSE,FALSE,TRUE,FALSE,1
662817,INTEREST EXPENSE,662831,H,Header,ysi_is,YSI Standard Income Statement,80000000,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662818,Interest Expense,662831,R,Regular,ysi_is,YSI Standard Income Statement,80001000,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662819,REIT Loan Interest Expense,662831,R,Regular,ysi_is,YSI Standard Income Statement,80001100,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
662820,REIT Dividend Expense,662831,R,Regular,ysi_is,YSI Standard Income Statement,80001200,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,1
